#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
          53      3.2133     3.25467  0.00345527
          54     3.20838     3.25381  0.00349603
          55     3.21191     3.25305  0.00351451
          56     3.22214      3.2525  0.00349484
          57     3.23343     3.25217   0.0034495
          58     3.24224       3.252  0.00339427
          59     3.24804     3.25193  0.00333741
          60     3.25133     3.25192   0.0032818
          61     3.25207     3.25192    0.003228
          62     3.24906     3.25187  0.00317626
          63     3.23991     3.25168  0.00313153
          64     3.22343     3.25124  0.00311356
          65     3.20614     3.25055  0.00314202
          66     3.20246     3.24982  0.00317779
          67       3.215      3.2493  0.00317257
          68     3.22881       3.249  0.00314018
          69     3.23243     3.24876  0.00310384
          70     3.22692     3.24845  0.00307514
          71     3.22218     3.24808  0.00305399
          72     3.22642     3.24778  0.00302636
          73     3.23906     3.24766  0.00298725
          74     3.25803      3.2478  0.00295017
          75     3.28104     3.24824  0.00294394
          76      3.3024     3.24895  0.00299021
          77     3.31676     3.24983  0.00307832
          78     3.32143     3.25075  0.00317275
          79     3.31516     3.25157  0.00323565
          80     3.29811     3.25215  0.00324709
          81     3.27444     3.25242  0.00321865
          82     3.25259     3.25243   0.0031794
          83     3.23805     3.25225  0.00314581
          84      3.2288     3.25197  0.00312072
          85     3.22259     3.25163  0.00310309
          86     3.22294     3.25129  0.00308489
          87     3.23477      3.2511  0.00305527
          88     3.25566     3.25116  0.00302099
          89     3.27592     3.25143  0.00299983
          90      3.2886     3.25185  0.00299479
          91     3.29428     3.25231  0.00299795
          92     3.29783     3.25281  0.00300592
          93     3.30252     3.25334  0.00302076
          94     3.30704     3.25391  0.00304215
          95     3.30847     3.25449  0.00306385
          96     3.30571     3.25502  0.00307804
          97     3.29928     3.25548  0.00307994
          98     3.29012     3.25583  0.00306873
          99     3.27915     3.25607  0.00304676
         100     3.26822     3.25619  0.00301871
         101     3.26028     3.25623   0.0029891
         102     3.25714     3.25624   0.0029598
         103     3.25655     3.25624  0.00293107
         104     3.25307     3.25621  0.00290304
         105     3.24232     3.25608  0.00287841
         106     3.22615      3.2558  0.00286507
         107     3.21533     3.25542  0.00286315
         108     3.21951     3.25509  0.00285587
         109     3.23426     3.25489  0.00283605
         110     3.24907     3.25484  0.00281077
         111     3.25757     3.25487  0.00278555
         112     3.25744     3.25489  0.00276078
         113      3.2503     3.25485  0.00273664
         114     3.24192     3.25474  0.00271499
         115     3.23793     3.25459  0.00269531
         116     3.23648     3.25443  0.00267659
         117     3.22967     3.25422  0.00266207
         118     3.21639      3.2539  0.00265875
         119     3.21073     3.25354  0.00266104
         120     3.22277     3.25328  0.00265119
         121      3.2409     3.25318  0.00263126
         122     3.25247     3.25317  0.00260969
         123     3.25599      3.2532  0.00258858
         124     3.25377      3.2532  0.00256771
         125      3.2472     3.25315  0.00254761
         126     3.23687     3.25302  0.00253067
         127      3.2246      3.2528  0.00252062
         128     3.21445      3.2525  0.00251867
         129     3.21053     3.25217  0.00252007
         130     3.21287     3.25187  0.00251876
         131     3.21792     3.25161  0.00251283
         132     3.22266     3.25139  0.00250334
         133     3.22629     3.25121  0.00249162
         134     3.22917     3.25104  0.00247845
         135     3.23174      3.2509  0.00246421
         136     3.23443     3.25078  0.00244907
         137     3.23761     3.25068  0.00243307
         138     3.24156     3.25061  0.00241634
         139     3.24629     3.25058  0.00239916
         140     3.25158     3.25059  0.00238203
         141     3.25697     3.25064  0.00236557
         142     3.26167     3.25071  0.00235018
         143      3.2647     3.25081  0.00233578
         144     3.26495     3.25091  0.00232163
         145     3.26145     3.25098  0.00230675
         146     3.25378       3.251  0.00229103
         147     3.24238     3.25094   0.0022762
         148     3.22822     3.25079  0.00226599
         149     3.21214     3.25053  0.00226558
         150     3.19532     3.25016  0.00228018
         151     3.18114      3.2497  0.00231044
         152     3.17638     3.24922  0.00234506
         153     3.18701     3.24882  0.00236473
         154     3.20893     3.24856  0.00236351
         155     3.23074     3.24844  0.00235106
         156     3.24461     3.24842  0.00233612
         157     3.24832     3.24842  0.00232124
         158      3.2433     3.24838  0.00230677
         159     3.23564      3.2483  0.00229365
         160     3.23428     3.24822  0.00228099
         161     3.24191     3.24818  0.00226716
         162     3.25244      3.2482  0.00225332
         163     3.26005     3.24828  0.00224067
         164     3.26346     3.24837  0.00222892
         165      3.2635     3.24846   0.0022173
         166     3.26085     3.24854   0.0022052
         167     3.25571     3.24858  0.00219241
         168     3.24872     3.24858  0.00217936
         169     3.24216     3.24854  0.00216679
         170     3.23954     3.24849  0.00215469
         171     3.24246     3.24845  0.00214238
         172     3.24832     3.24845  0.00212993
         173     3.25269     3.24848  0.00211776
         174     3.25225      3.2485   0.0021057
         175     3.24557     3.24848  0.00209373
         176     3.23349      3.2484  0.00208357
         177     3.22073     3.24824  0.00207765
         178     3.21423     3.24805  0.00207474
         179     3.21632     3.24787  0.00207071
         180      3.2228     3.24773  0.00206389
         181     3.22938     3.24763  0.00205497
         182     3.23508     3.24756  0.00204484
         183     3.24023     3.24752  0.00203406
         184     3.24428      3.2475  0.00202308
         185     3.24535     3.24749  0.00201218
         186      3.2411     3.24746  0.00200165
         187     3.23163     3.24737  0.00199274
         188      3.2239     3.24725  0.00198605
         189     3.22843     3.24715  0.00197804
         190     3.24528     3.24714  0.00196765
         191     3.26415     3.24723  0.00195936
         192     3.27762     3.24739  0.00195554
         193      3.2838     3.24758  0.00195449
         194     3.28202     3.24775  0.00195246
         195     3.27187     3.24788  0.00194637
         196     3.25678     3.24792  0.00193697
         197     3.24641     3.24791  0.00192715
         198     3.24661     3.24791  0.00191743
         199      3.2501     3.24792  0.00190782
         200     3.24838     3.24792  0.00189829
         201     3.24245     3.24789  0.00188904
         202     3.23893     3.24785  0.00188021
         203      3.2422     3.24782  0.00187115
         204     3.25116     3.24784  0.00186205
         205     3.26175     3.24791   0.0018542
         206     3.27068     3.24802  0.00184849
         207     3.27695     3.24816  0.00184484
         208     3.28132     3.24832  0.00184285
         209     3.28514     3.24849  0.00184244
         210     3.28956     3.24869  0.00184401
         211     3.29502     3.24891  0.00184831
         212     3.30102     3.24915  0.00185586
         213      3.3063     3.24942  0.00186644
         214     3.30954      3.2497  0.00187875
         215      3.3098     3.24998  0.00189069
         216     3.30636     3.25024  0.00189987
         217     3.29802     3.25046  0.00190383
         218     3.28435     3.25062  0.00190143
         219     3.27212     3.25072  0.00189528
         220      3.2751     3.25083   0.0018899
         221      3.2915     3.25101  0.00189029
         222     3.29963     3.25123  0.00189442
         223      3.2845     3.25138  0.00189179
         224     3.25387     3.25139  0.00188338
         225     3.23856     3.25133  0.00187587
         226      3.2563     3.25136   0.0018677
         227     3.28803     3.25152  0.00186645
         228     3.31339     3.25179  0.00187788
         229     3.32808     3.25212    0.001899
         230     3.33481     3.25248  0.00192448
         231     3.33703     3.25285  0.00195064
         232     3.33739     3.25321  0.00197598
         233     3.33712     3.25357  0.00200004
         234     3.33597     3.25392  0.00202226
         235     3.33281     3.25426  0.00204132
         236      3.3264     3.25457  0.00205543
         237     3.31633     3.25483  0.00206322
         238     3.30399     3.25503  0.00206486
         239     3.29303     3.25519  0.00206233
         240     3.28702     3.25532    0.002058
         241     3.28403     3.25544   0.0020529
         242      3.2742     3.25552  0.00204588
         243     3.25044      3.2555  0.00203757
         244      3.2331     3.25541  0.00203129
         245     3.25195     3.25539  0.00202305
         246     3.28727     3.25552  0.00201897
         247      3.3103     3.25575  0.00202293
         248     3.31946       3.256  0.00203103
         249     3.32133     3.25626  0.00203975
         250     3.32017     3.25652  0.00204754
         251      3.3179     3.25676  0.00205394
         252     3.31528       3.257  0.00205887
         253     3.31259     3.25722  0.00206243
         254     3.31005     3.25742  0.00206477
         255     3.30803     3.25762  0.00206619
         256     3.30709     3.25782  0.00206713
         257     3.30759     3.25801  0.00206814
         258     3.30925     3.25821  0.00206964
         259     3.31114     3.25841  0.00207171
         260     3.31194     3.25862  0.00207395
         261     3.31033     3.25882  0.00207544
         262     3.30517     3.25899  0.00207505
         263     3.29616     3.25914  0.00207197
         264     3.28496     3.25923  0.00206642
         265     3.27532     3.25929  0.00205952
         266      3.2698     3.25933  0.00205215
         267     3.26692     3.25936  0.00204467
         268     3.26413     3.25938  0.00203711
         269     3.26163     3.25939  0.00202956
         270     3.26177      3.2594  0.00202206
         271     3.26685     3.25942  0.00201479
         272      3.2777     3.25949   0.0020085
         273     3.29251     3.25961  0.00200478
         274      3.3076     3.25979   0.0020051
         275     3.31992     3.26001   0.0020097
         276     3.32842     3.26025  0.00201764
         277     3.33399     3.26052  0.00202784
         278     3.33892      3.2608  0.00204007
         279     3.34539     3.26111  0.00205516
         280      3.3529     3.26143   0.0020738
         281     3.35782     3.26178   0.0020946
         282     3.35629     3.26211  0.00211381
         283     3.34835     3.26242  0.00212819
         284     3.34028     3.26269  0.00213829
         285     3.33975     3.26296  0.00214781
         286     3.34631     3.26325  0.00215998
         287     3.35223     3.26356  0.00217459
         288     3.35118     3.26387  0.00218822
         289     3.34088     3.26413  0.00219681
         290     3.32166     3.26433  0.00219817
         291     3.29583     3.26444  0.00219328
         292     3.26827     3.26445  0.00218581
         293       3.247     3.26439  0.00217916
         294     3.24122     3.26431  0.00217317
         295     3.25588     3.26429  0.00216599
         296     3.28647     3.26436  0.00215997
         297     3.32025     3.26455  0.00216088
         298     3.34488     3.26482  0.00217038
         299     3.35465     3.26512  0.00218382
         300     3.35009      3.2654  0.00219483
         301     3.33693     3.26564  0.00220036
         302     3.32475     3.26584  0.00220177
         303     3.32081     3.26602  0.00220196
         304     3.32462     3.26621  0.00220314
         305      3.3311     3.26642  0.00220617
         306     3.33516     3.26665  0.00221036
         307     3.33365     3.26686  0.00221391
         308     3.32608     3.26706  0.00221506
         309     3.31397     3.26721  0.00221309
         310     3.30036     3.26732  0.00220853
         311     3.28985     3.26739  0.00220262
         312     3.28639     3.26745   0.0021964
         313     3.28907     3.26752  0.00219047
         314     3.29264      3.2676  0.00218495
         315      3.2923     3.26768  0.00217942
         316     3.28589     3.26773  0.00217329
         317     3.27365     3.26775  0.00216651
         318     3.25953     3.26773  0.00215985
         319     3.25194     3.26768  0.00215365
         320     3.25622     3.26764  0.00214722
         321     3.26732     3.26764  0.00214053
         322     3.27703     3.26767  0.00213408
         323     3.28212     3.26771  0.00212794
         324     3.28339     3.26776  0.00212192
         325      3.2826     3.26781  0.00211588
         326     3.28112     3.26785  0.00210979
         327     3.27976     3.26789  0.00210365
         328     3.27883     3.26792   0.0020975
         329     3.27811     3.26795  0.00209135
         330     3.27681     3.26798  0.00208519
         331     3.27346     3.26799  0.00207895
         332     3.26593     3.26799   0.0020727
         333     3.25166     3.26794  0.00206706
         334     3.22876     3.26782  0.00206419
         335     3.20022     3.26762  0.00206787
         336     3.17993     3.26736  0.00207812
         337     3.18349     3.26711  0.00208681
         338     3.20729     3.26693  0.00208812
         339     3.23655     3.26684  0.00208389
         340      3.2617     3.26683  0.00207781
         341     3.27907     3.26686  0.00207203
         342     3.28834     3.26693  0.00206692
         343     3.29078       3.267  0.00206207
         344     3.28811     3.26706  0.00205698
         345     3.28225      3.2671  0.00205149
         346     3.27565     3.26713  0.00204571
         347     3.27099     3.26714  0.00203985
         348     3.26994     3.26715    0.002034
         349     3.27213     3.26716  0.00202822
         350     3.27553     3.26718  0.00202257
         351     3.27741     3.26721  0.00201702
         352     3.27514     3.26724  0.00201141
         353     3.26779     3.26724  0.00200572
         354     3.25833     3.26721  0.00200021
         355     3.25319     3.26717  0.00199496
         356     3.25622     3.26714   0.0019896
         357     3.26469     3.26713  0.00198404
         358     3.27357     3.26715  0.00197858
         359     3.28023     3.26719   0.0019734
         360      3.2844     3.26724   0.0019685
         361     3.28646     3.26729  0.00196376
         362     3.28643     3.26734  0.00195905
         363     3.28423     3.26739  0.00195421
         364     3.28092     3.26743  0.00194919
         365     3.27912     3.26746  0.00194411
         366     3.28078      3.2675  0.00193914
         367      3.2845     3.26754  0.00193441
         368     3.28668     3.26759  0.00192985
         369     3.28509     3.26764  0.00192521
         370     3.28008     3.26767   0.0019203
         371     3.27286     3.26769  0.00191517
         372     3.26332     3.26768  0.00191006
         373     3.25158     3.26763  0.00190543
         374     3.24217     3.26757  0.00190155
         375     3.24134      3.2675  0.00189776
         376     3.24823     3.26744  0.00189341
         377      3.2588     3.26742  0.00188852
         378     3.27409     3.26744  0.00188361
         379     3.29409     3.26751  0.00187995
         380     3.31359     3.26763  0.00187891
         381     3.32801     3.26779  0.00188065
         382     3.33639     3.26797  0.00188428
         383     3.33953     3.26816   0.0018886
         384      3.3384     3.26834  0.00189252
         385     3.33393     3.26851  0.00189526
         386     3.32717     3.26866  0.00189643
         387     3.31831     3.26879  0.00189587
         388     3.30541     3.26888  0.00189333
         389      3.2866     3.26893  0.00188901
         390     3.26601     3.26892  0.00188418
         391     3.25488     3.26889   0.0018797
         392     3.25903     3.26886  0.00187508
         393     3.27067     3.26887  0.00187031
         394     3.28066      3.2689   0.0018658
         395     3.28555     3.26894  0.00186156
         396     3.28471     3.26898  0.00185728
         397     3.27996       3.269  0.00185281
         398     3.27414     3.26902   0.0018482
         399     3.26953     3.26902  0.00184357
         400     3.26961     3.26902  0.00183896
         401     3.27584     3.26904  0.00183445
         402      3.2841     3.26907  0.00183027
         403     3.29077     3.26913  0.00182652
         404     3.29622      3.2692  0.00182323
         405      3.3019     3.26928  0.00182052
         406     3.30896     3.26937  0.00181865
         407     3.31773     3.26949  0.00181806
         408     3.32607     3.26963  0.00181889
         409     3.32988     3.26978  0.00182039
         410     3.32462     3.26991  0.00182086
         411     3.30695        3.27  0.00181866
         412     3.28136     3.27003  0.00181445
         413     3.26685     3.27002  0.00181008
         414     3.27522     3.27004  0.00180575
         415     3.29112     3.27009  0.00180211
         416     3.29993     3.27016  0.00179921
         417     3.30195     3.27023  0.00179651
         418     3.30202     3.27031  0.00179382
         419     3.30284     3.27039  0.00179122
         420     3.30447     3.27047  0.00178879
         421       3.306     3.27055  0.00178653
         422     3.30655     3.27064  0.00178433
         423     3.30507     3.27072  0.00178197
         424     3.30007     3.27079  0.00177911
         425     3.29032     3.27084  0.00177552
         426     3.27658     3.27085   0.0017714
         427     3.26256     3.27083  0.00176736
         428     3.25171     3.27078  0.00176379
         429     3.24473     3.27072  0.00176073
         430     3.24449     3.27066  0.00175769
         431     3.25532     3.27063  0.00175397
         432     3.27317     3.27063  0.00174992
         433     3.28794     3.27067  0.00174634
         434     3.29241     3.27072  0.00174303
         435     3.28381     3.27075  0.00173928
         436     3.26441     3.27074  0.00173535
         437     3.24531     3.27068  0.00173236
         438     3.24245     3.27062   0.0017296
         439     3.25834     3.27059  0.00172589
         440     3.27867     3.27061  0.00172206
         441     3.29171     3.27065  0.00171882
         442     3.29604     3.27071  0.00171589
         443     3.29506     3.27077   0.0017129
         444     3.29257     3.27082  0.00170975
         445     3.29127     3.27086  0.00170652
         446     3.29219     3.27091  0.00170337
         447      3.2946     3.27096  0.00170038
         448     3.29678     3.27102  0.00169756
         449     3.29682     3.27108  0.00169475
         450     3.29306     3.27113  0.00169169
         451     3.28433     3.27116  0.00168819
         452     3.27062     3.27115  0.00168446
         453     3.25487     3.27112  0.00168112
         454     3.24501     3.27106   0.0016784
         455     3.25058     3.27102  0.00167532
         456     3.27198     3.27102  0.00167164
         457     3.29888     3.27108   0.0016691
         458     3.32153     3.27119  0.00166909
         459     3.33636     3.27133  0.00167148
         460     3.34342     3.27149  0.00167517
         461      3.3435     3.27164  0.00167881
         462      3.3374     3.27179   0.0016812
         463     3.32631      3.2719  0.00168168
         464      3.3121     3.27199  0.00168029
         465     3.29639     3.27204   0.0016775
         466     3.27858     3.27206  0.00167395
         467     3.25666     3.27202  0.00167069
         468      3.2332     3.27194  0.00166918
         469     3.21975     3.27183  0.00166933
         470     3.22979     3.27174  0.00166817
         471     3.26215     3.27172  0.00166475
         472      3.2964     3.27177  0.00166205
         473       3.312     3.27186  0.00166071
         474     3.30192     3.27192  0.00165842
         475     3.27309     3.27192  0.00165493
         476     3.24674     3.27187  0.00165229
         477      3.2487     3.27182  0.00164955
         478     3.27941     3.27184  0.00164617
         479     3.31255     3.27192  0.00164493
         480      3.3313     3.27205  0.00164614
         481     3.33604     3.27218  0.00164809
         482     3.33209      3.2723  0.00164935
         483     3.32399     3.27241   0.0016494
         484     3.31494      3.2725  0.00164833
         485     3.30704     3.27257  0.00164647
         486     3.30194     3.27263  0.00164419
         487     3.30109     3.27269  0.00164186
         488     3.30296     3.27275  0.00163966
         489     3.30046     3.27281  0.00163729
         490     3.28697     3.27284   0.0016342
         491     3.26858     3.27283   0.0016309
         492     3.26042      3.2728  0.00162778
         493     3.25955     3.27278   0.0016247
         494      3.2515     3.27273  0.00162198
         495     3.24081     3.27267  0.00161998
         496     3.24446     3.27261  0.00161772
         497     3.26647      3.2726  0.00161451
         498     3.29451     3.27264  0.00161187
         499     3.31525     3.27273   0.0016109
         500     3.32256     3.27283  0.00161075
         501     3.31566     3.27291  0.00160981
         502     3.29758     3.27296  0.00160735
         503     3.27721     3.27297  0.00160418
         504     3.26722     3.27296  0.00160103
         505     3.27374     3.27296  0.00159786
         506     3.29198       3.273  0.00159515
         507      3.3131     3.27308  0.00159396
         508     3.33123     3.27319  0.00159493
         509     3.34426     3.27333  0.00159789
         510     3.35183     3.27349  0.00160216
         511     3.35425     3.27364   0.0016068
         512     3.35239      3.2738    0.001611
         513     3.34788     3.27394  0.00161432
         514     3.34317     3.27408  0.00161679
         515     3.34079     3.27421  0.00161883
         516       3.342     3.27434  0.00162102
         517     3.34604     3.27448   0.0016238
         518     3.35061     3.27462  0.00162731
         519     3.35325     3.27478  0.00163121
         520     3.35281     3.27493  0.00163496
         521     3.35046     3.27507  0.00163823
         522     3.34896     3.27521   0.0016412
         523     3.34956     3.27535  0.00164421
         524     3.34983      3.2755   0.0016472
         525     3.34571     3.27563  0.00164948
         526     3.33508     3.27574  0.00165022
         527     3.32109     3.27583  0.00164933
         528     3.31342      3.2759  0.00164774
         529     3.32036     3.27598  0.00164677
         530     3.33805      3.2761  0.00164782
         531     3.35566     3.27625  0.00165151
         532     3.36662     3.27642  0.00165712
         533     3.37082      3.2766  0.00166345
         534     3.37162     3.27678  0.00166983
         535     3.37288     3.27696  0.00167634
         536     3.37656     3.27714  0.00168348
         537     3.38157     3.27734  0.00169154
         538     3.38524     3.27754  0.00170024
         539     3.38574     3.27774   0.0017089
         540     3.38277     3.27793  0.00171677
         541     3.37679     3.27811  0.00172329
         542     3.36806     3.27828  0.00172809
         543     3.35658     3.27842  0.00173091
         544     3.34293     3.27854  0.00173178
         545     3.32903     3.27864  0.00173108
         546     3.31777     3.27871   0.0017294
         547     3.31192     3.27877   0.0017273
         548     3.31167     3.27883  0.00172519
         549     3.31344     3.27889   0.0017232
         550     3.31391     3.27895  0.00172124
         551     3.31351     3.27902  0.00171926
         552     3.31422     3.27908  0.00171733
         553     3.31585     3.27915  0.00171551
         554     3.31592     3.27921   0.0017137
         555     3.31196     3.27927  0.00171162
         556     3.30302     3.27932  0.00170908
         557     3.29034     3.27934  0.00170612
         558     3.27759     3.27933  0.00170307
         559     3.26978     3.27932  0.00170011
         560     3.27014      3.2793  0.00169715
         561      3.2776      3.2793  0.00169413
         562     3.28796     3.27931  0.00169119
         563     3.29725     3.27934  0.00168848
         564     3.30339     3.27939  0.00168603
         565     3.30573     3.27943  0.00168369
         566     3.30389     3.27948  0.00168127
         567     3.29665     3.27951  0.00167857
         568     3.28118     3.27951  0.00167562
         569     3.25373     3.27946  0.00167329
         570     3.21759     3.27936  0.00167387
         571     3.19771     3.27921  0.00167703
         572     3.21666      3.2791  0.00167766
         573     3.25273     3.27906  0.00167537
         574     3.27963     3.27906  0.00167245
         575     3.29441     3.27908  0.00166975
         576     3.30203     3.27912  0.00166733
         577       3.306     3.27917  0.00166509
         578     3.30756     3.27922  0.00166293
         579     3.30636     3.27927  0.00166072
         580     3.30107      3.2793  0.00165828
         581     3.29037     3.27932  0.00165554
         582     3.27516     3.27932  0.00165271
         583     3.26056     3.27928  0.00165019
         584     3.25226     3.27924  0.00164801
         585     3.24836     3.27919  0.00164604
         586     3.24057     3.27912  0.00164455
         587     3.22589     3.27903  0.00164425
         588     3.21531     3.27892  0.00164502
         589      3.2247     3.27883   0.0016448
         590     3.25116     3.27878  0.00164268
         591     3.27681     3.27878   0.0016399
         592     3.29226      3.2788  0.00163729
         593     3.29877     3.27883  0.00163487
         594     3.30016     3.27887  0.00163252
         595     3.29927      3.2789  0.00163013
         596     3.29772     3.27894   0.0016277
         597     3.29632     3.27897  0.00162524
         598     3.29549     3.27899  0.00162275
         599     3.29539     3.27902  0.00162028
         600     3.29605     3.27905  0.00161782
         601     3.29736     3.27908  0.00161542
         602     3.29899     3.27911  0.00161307
         603     3.30038     3.27915  0.00161078
         604     3.30061     3.27918  0.00160851
         605     3.29852     3.27922  0.00160617
         606     3.29342     3.27924  0.00160369
         607     3.28665     3.27925  0.00160109
         608     3.28195     3.27926  0.00159847
         609     3.28188     3.27926  0.00159585
         610     3.28369     3.27927  0.00159325
         611     3.28252     3.27927  0.00159065
         612      3.2777     3.27927  0.00158805
         613      3.2732     3.27926  0.00158549
         614     3.27208     3.27925  0.00158295
         615     3.27208     3.27924  0.00158042
         616     3.26923     3.27922  0.00157794
         617     3.26435      3.2792  0.00157557
         618     3.26243     3.27917  0.00157325
         619     3.26537     3.27915  0.00157087
         620     3.27063     3.27913  0.00156839
         621     3.27585     3.27913  0.00156588
         622     3.27977     3.27913  0.00156336
         623      3.2815     3.27913  0.00156085
         624      3.2811     3.27914  0.00155836
         625        3.28     3.27914  0.00155586
         626     3.27977     3.27914  0.00155338
         627     3.27928     3.27914   0.0015509
         628     3.27253     3.27913  0.00154847
         629     3.24975     3.27908  0.00154671
         630     3.20648     3.27897  0.00154854
         631     3.16719     3.27879  0.00155619
         632     3.17463     3.27862  0.00156243
         633     3.21823     3.27853  0.00156287
         634     3.25732     3.27849  0.00156076
         635     3.27889      3.2785   0.0015583
         636     3.28777     3.27851  0.00155592
         637     3.29004     3.27853  0.00155358
         638     3.28927     3.27854  0.00155124
         639     3.28705     3.27856  0.00154887
         640     3.28391     3.27857  0.00154647
         641     3.27988     3.27857  0.00154406
         642     3.27487     3.27856  0.00154167
         643     3.26908     3.27855  0.00153934
         644     3.26336     3.27852  0.00153713
         645     3.25908     3.27849  0.00153504
         646     3.25737     3.27846  0.00153301
         647     3.25839     3.27843  0.00153096
         648     3.26148      3.2784  0.00152882
         649       3.266     3.27839  0.00152658
         650     3.27156     3.27837  0.00152427
         651     3.27761     3.27837  0.00152193
         652     3.28298     3.27838  0.00151961
         653     3.28603     3.27839  0.00151733
         654     3.28566      3.2784  0.00151505
         655     3.28322     3.27841  0.00151276
         656     3.28292     3.27842  0.00151046
         657      3.2879     3.27843  0.00150823
         658     3.29665     3.27846   0.0015062
         659     3.30574      3.2785  0.00150448
         660     3.31342     3.27855  0.00150313
         661     3.31908     3.27862  0.00150211
         662     3.32192     3.27868  0.00150126
         663     3.32143     3.27875  0.00150038
         664     3.31824      3.2788   0.0014993
         665     3.31428     3.27886  0.00149799
         666     3.31174     3.27891  0.00149656
         667     3.31189     3.27896  0.00149513
         668     3.31435     3.27901  0.00149383
         669     3.31772     3.27907  0.00149272
         670     3.32062     3.27913  0.00149178
         671     3.32195     3.27919  0.00149092
         672        3.32     3.27925  0.00148994
         673     3.31143      3.2793  0.00148849
         674       3.293     3.27932  0.00148642
         675     3.26849     3.27931   0.0014843
         676     3.25244     3.27927  0.00148264
         677     3.25455     3.27923   0.0014809
         678     3.27015     3.27922  0.00147878
         679     3.28863     3.27923  0.00147666
         680     3.29926     3.27926  0.00147479
         681     3.29975     3.27929  0.00147293
         682     3.29646     3.27932  0.00147098
         683     3.29526     3.27934  0.00146901
         684     3.29531     3.27936  0.00146705
         685     3.29505     3.27939  0.00146509
         686     3.30099     3.27942  0.00146329
         687      3.3175     3.27947  0.00146221
         688     3.33501     3.27955  0.00146231
         689     3.34265     3.27964  0.00146305
         690     3.33727     3.27973  0.00146331
         691     3.31911     3.27978  0.00146231
         692     3.28898      3.2798  0.00146025
         693     3.25208     3.27976  0.00145869
         694      3.2236     3.27968  0.00145884
         695     3.21988     3.27959  0.00145927
         696     3.23756     3.27953  0.00145842
         697     3.25974      3.2795  0.00145661
         698     3.27614      3.2795  0.00145453
         699     3.28427      3.2795  0.00145246
         700     3.28234     3.27951  0.00145039
         701     3.26579     3.27949  0.00144846
         702     3.23347     3.27942  0.00144788
         703     3.20632     3.27932  0.00144955
         704     3.21253     3.27922  0.00145059
         705     3.24015     3.27917  0.00144959
         706     3.26424     3.27915  0.00144769
         707     3.27813     3.27915  0.00144564
         708     3.28381     3.27915  0.00144362
         709     3.28426     3.27916   0.0014416
         710      3.2816     3.27916  0.00143957
         711     3.27692     3.27916  0.00143755
         712     3.27049     3.27915  0.00143558
         713     3.26202     3.27912  0.00143377
         714     3.25134     3.27909  0.00143229
         715     3.23944     3.27903  0.00143136
         716      3.2292     3.27896  0.00143105
         717       3.224     3.27888  0.00143111
         718     3.22436     3.27881  0.00143113
         719     3.22721     3.27874  0.00143094
         720     3.22887     3.27867  0.00143062
         721      3.2275      3.2786   0.0014304
         722     3.22361     3.27852  0.00143044
         723     3.21995     3.27844  0.00143076
         724     3.22002     3.27836  0.00143105
         725       3.225     3.27828  0.00143097
         726     3.23259     3.27822  0.00143038
         727     3.23967     3.27817   0.0014294
         728     3.24463     3.27812  0.00142818
         729     3.24749     3.27808  0.00142684
         730     3.24888     3.27804  0.00142544
         731     3.24952       3.278  0.00142403
         732     3.24992     3.27796   0.0014226
         733     3.25043     3.27793  0.00142115
         734     3.25119     3.27789  0.00141968
         735     3.25219     3.27785  0.00141818
