#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         636     2.96676     2.96712 4.69801e-05
         637      2.9672     2.96712 4.69065e-05
         638     2.96739     2.96712 4.68349e-05
         639     2.96748     2.96712 4.67651e-05
         640     2.96756     2.96712 4.66971e-05
         641     2.96766     2.96712 4.66318e-05
         642     2.96776     2.96712 4.65698e-05
         643     2.96783     2.96712 4.65104e-05
         644     2.96776     2.96712 4.64486e-05
         645     2.96754     2.96712 4.63811e-05
         646     2.96725     2.96712 4.63097e-05
         647     2.96701     2.96712 4.62385e-05
         648     2.96683     2.96712 4.61693e-05
         649     2.96671     2.96712 4.61027e-05
         650     2.96662     2.96712 4.60383e-05
         651     2.96662     2.96712 4.59741e-05
         652     2.96677     2.96712 4.59067e-05
         653     2.96709     2.96712 4.58365e-05
         654     2.96742     2.96712 4.57687e-05
         655     2.96742     2.96712  4.5701e-05
         656     2.96696     2.96712  4.5632e-05
         657     2.96645     2.96712 4.55739e-05
         658     2.96627     2.96712 4.55229e-05
         659     2.96637     2.96712 4.54681e-05
         660     2.96655     2.96712 4.54074e-05
         661      2.9668     2.96712 4.53412e-05
         662     2.96713     2.96712 4.52727e-05
         663     2.96744     2.96712 4.52071e-05
         664     2.96762     2.96712 4.51455e-05
         665     2.96757     2.96712 4.50827e-05
         666     2.96732     2.96712 4.50161e-05
         667     2.96704     2.96712 4.49487e-05
         668     2.96689     2.96712 4.48828e-05
         669     2.96689     2.96712 4.48169e-05
         670       2.967     2.96712 4.47504e-05
         671     2.96723     2.96712  4.4684e-05
         672     2.96771     2.96712 4.46261e-05
