     #Bin   #Single_Part_Bin  #Global_Part_Bin  Error_Global_Calculation           1           0           0           0
           2  0.00925926  0.00925926           0
           3  0.00925926  0.00925926           0
           4   0.0675926   0.0675926           0
           5   0.0296296   0.0296296           0
           6   0.0648148   0.0648148           0
           7    0.113889    0.113889           0
           8        0.15        0.15           0
           9    0.111111    0.111111           0
          10    0.138889    0.138889           0
          11   0.0953704   0.0953704           0
          12   0.0851852   0.0851852           0
          13   0.0490741   0.0490741           0
          14   0.0388889   0.0388889           0
          15   0.0157407   0.0157407           0
          16  0.00277778  0.00277778           0
          17           0           0           0
          18           0           0           0
          19           0           0           0
          20  0.00462963  0.00462963           0
          21  0.00462963  0.00462963           0
          22           0           0           0
          23           0           0           0
          24           0           0           0
          25  0.00925926  0.00925926           0
          26           0           0           0
          27           0           0           0
          28           0           0           0
          29           0           0           0
          30           0           0           0
