#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       13.35       13.35           0
           2     13.2863     13.3181   0.0224925
           3     13.2544     13.2969   0.0229416
           4     13.2795     13.2925   0.0176145
           5     13.3577     13.3056   0.0182912
           6      13.455     13.3305   0.0273726
           7     13.5412     13.3606   0.0364275
           8     13.6061     13.3913   0.0428999
           9     13.6521     13.4202   0.0469091
          10     13.6838     13.4466   0.0490682
          11     13.7053     13.4701   0.0499281
          12     13.7186     13.4908   0.0498751
          13     13.7238     13.5087   0.0491516
          14     13.7202     13.5239   0.0479057
          15      13.707     13.5361   0.0462413
          16     13.6832     13.5453   0.0442564
          17     13.6483     13.5513   0.0420664
          18     13.6025     13.5542   0.0398254
          19     13.5504      13.554   0.0377298
          20     13.5061     13.5516   0.0359192
          21     13.4894     13.5486   0.0343307
          22     13.5077     13.5467   0.0328205
          23     13.5473     13.5468   0.0313936
          24     13.5877     13.5485   0.0301318
          25     13.6169     13.5512   0.0290506
          26     13.6326     13.5543   0.0281015
          27     13.6374     13.5574   0.0272284
          28     13.6358     13.5602   0.0263993
          29     13.6331     13.5627   0.0256083
          30     13.6328     13.5651   0.0248611
          31     13.6352     13.5673    0.024162
          32     13.6383     13.5695   0.0235084
          33     13.6404     13.5717   0.0228938
          34     13.6419     13.5738   0.0223134
          35     13.6451     13.5758   0.0217688
          36      13.653     13.5779   0.0212695
          37      13.668     13.5804   0.0208334
          38     13.6903     13.5833   0.0204849
          39     13.7175     13.5867   0.0202466
          40     13.7455     13.5907   0.0201258
          41     13.7701     13.5951   0.0201052
          42     13.7883     13.5997   0.0201462
          43     13.7978     13.6043   0.0201978
          44     13.7963     13.6086   0.0202047
          45     13.7814     13.6125   0.0201171
          46     13.7522     13.6155   0.0199079
          47     13.7141     13.6176   0.0195945
          48     13.6815     13.6189   0.0192315
          49     13.6727       13.62   0.0188702
          50     13.6944     13.6215   0.0185514
          51     13.7363     13.6238   0.0183236
          52     13.7814     13.6268   0.0182203
          53      13.819     13.6304   0.0182338
          54      13.846     13.6344   0.0183278
          55     13.8614     13.6385   0.0184534
          56     13.8603     13.6425   0.0185437
          57     13.8287     13.6458   0.0185038
          58     13.7459     13.6475   0.0182652
          59      13.601     13.6467   0.0179726
          60     13.4207     13.6429   0.0180634
          61     13.2755     13.6369   0.0187447
          62     13.2354     13.6304   0.0195292
          63     13.3207     13.6255   0.0198283
          64     13.4889     13.6234    0.019633
          65     13.6644      13.624   0.0193411
          66     13.7935     13.6266   0.0192179
          67     13.8606     13.6301   0.0192457
          68     13.8704     13.6336   0.0192844
          69     13.8332     13.6365   0.0192206
          70     13.7578     13.6382    0.019024
          71     13.6507     13.6384   0.0187568
          72     13.5224     13.6368   0.0185654
          73     13.3973     13.6335   0.0185988
          74     13.3127     13.6292   0.0188459
          75      13.291     13.6247   0.0191266
          76     13.3168     13.6206   0.0192991
          77      13.359     13.6172   0.0193454
          78     13.3989     13.6144   0.0192988
          79      13.433     13.6121   0.0191906
          80     13.4616     13.6103   0.0190428
          81     13.4839     13.6087   0.0188714
          82     13.4972     13.6073   0.0186902
          83      13.496      13.606   0.0185131
          84     13.4722     13.6044   0.0183611
          85     13.4212     13.6022   0.0182711
          86     13.3547     13.5994    0.018284
          87     13.3037      13.596    0.018387
          88     13.2909     13.5925    0.018502
          89     13.3047     13.5893   0.0185745
          90     13.3229     13.5863   0.0186025
          91     13.3413     13.5836   0.0185918
          92     13.3674     13.5813   0.0185377
          93     13.4007     13.5793   0.0184398
          94     13.4322     13.5778     0.01831
          95     13.4542     13.5765   0.0181634
          96     13.4653     13.5753    0.018011
          97     13.4681     13.5742   0.0178592
          98     13.4658     13.5731   0.0177112
          99     13.4609      13.572   0.0175686
         100     13.4545     13.5708   0.0174321
         101     13.4458     13.5695   0.0173034
         102     13.4323     13.5682    0.017186
         103     13.4094     13.5667   0.0170882
         104      13.371     13.5648   0.0170271
         105     13.3123     13.5624   0.0170338
         106     13.2384     13.5593   0.0171451
         107     13.1768     13.5557   0.0173536
         108     13.1687     13.5522   0.0175591
         109     13.2246     13.5491   0.0176532
         110     13.3079      13.547   0.0176284
         111     13.3768     13.5454   0.0175361
         112     13.4131     13.5442   0.0174194
         113     13.4119     13.5431   0.0173045
         114     13.3654     13.5415   0.0172227
         115     13.2604     13.5391   0.0172456
         116     13.1154     13.5354   0.0174795
         117     13.0373     13.5312   0.0178411
         118     13.1148     13.5276   0.0180354
         119     13.2481     13.5253   0.0180361
         120     13.2947     13.5234   0.0179879
         121     13.2097     13.5208    0.018025
         122     13.0313     13.5168   0.0183184
         123     12.8944     13.5117   0.0188553
         124      12.949     13.5072   0.0192415
         125     13.1336     13.5042   0.0193183
         126     13.2693     13.5023   0.0192547
         127     13.2908     13.5006    0.019175
         128     13.2376     13.4986    0.019135
         129     13.1851     13.4962   0.0191403
         130     13.1857     13.4938   0.0191414
         131     13.2308     13.4918   0.0191002
         132     13.2858     13.4902   0.0190191
         133     13.3321      13.489   0.0189132
         134     13.3664     13.4881   0.0187942
         135     13.3893     13.4874   0.0186692
         136     13.4013     13.4867   0.0185427
         137     13.4023     13.4861   0.0184176
         138     13.3904     13.4854   0.0182972
         139     13.3616     13.4845   0.0181872
         140     13.3096     13.4833   0.0181002
         141     13.2282     13.4815    0.018062
         142     13.1204     13.4789   0.0181128
         143      13.014     13.4757   0.0182757
         144     12.9568     13.4721   0.0185006
         145     12.9555     13.4685   0.0187129
         146     12.9347     13.4649   0.0189386
         147     12.8506     13.4607   0.0192653
         148     12.8448     13.4565   0.0195793
         149     13.0308     13.4537   0.0196553
         150     13.2518     13.4523   0.0195703
         151     13.3801     13.4518   0.0194465
         152     13.4284     13.4517   0.0193192
         153     13.4371     13.4516   0.0191931
         154     13.4311     13.4515    0.019069
         155     13.4208     13.4513    0.018947
         156     13.4084      13.451   0.0188275
         157     13.3904     13.4506   0.0187115
         158     13.3601       13.45   0.0186019
         159     13.3117     13.4492   0.0185052
         160      13.247     13.4479   0.0184326
         161      13.184     13.4462   0.0183909
         162     13.1514     13.4444   0.0183672
         163     13.1627     13.4427   0.0183356
         164     13.2023     13.4412   0.0182824
         165     13.2426       13.44   0.0182112
         166     13.2662      13.439   0.0181316
         167     13.2694      13.438   0.0180514
         168     13.2593     13.4369   0.0179752
         169     13.2515     13.4358   0.0179023
         170     13.2635     13.4348   0.0178257
         171     13.3015      13.434   0.0177385
         172     13.3551     13.4336   0.0176413
         173     13.4084     13.4334   0.0175399
         174     13.4514     13.4335   0.0174394
         175     13.4799     13.4338   0.0173418
         176     13.4914     13.4341   0.0172463
         177     13.4816     13.4344    0.017151
         178     13.4446     13.4344   0.0170547
         179     13.3795     13.4341   0.0169622
         180     13.3039     13.4334   0.0168834
         181     13.2557     13.4324   0.0168187
         182     13.2572     13.4315   0.0167538
         183     13.2858     13.4307   0.0166811
         184     13.3054       13.43   0.0166044
         185     13.3029     13.4293   0.0165288
         186     13.2855     13.4285    0.016458
         187      13.264     13.4276   0.0163935
         188     13.2434     13.4267   0.0163356
         189     13.2214     13.4256   0.0162852
         190     13.1901     13.4243   0.0162466
         191     13.1437     13.4229   0.0162278
         192     13.0869     13.4211   0.0162374
         193     13.0375     13.4191   0.0162745
         194     13.0135      13.417   0.0163244
         195     13.0188      13.415   0.0163679
         196      13.045     13.4131   0.0163929
         197     13.0826     13.4114   0.0163953
         198     13.1247       13.41   0.0163763
         199     13.1656     13.4088     0.01634
         200     13.2003     13.4077   0.0162915
         201     13.2247     13.4068   0.0162359
         202     13.2345     13.4059   0.0161779
         203     13.2236      13.405   0.0161231
         204     13.1826      13.404   0.0160809
         205     13.1036     13.4025   0.0160691
         206     13.0011     13.4005   0.0161088
         207     12.9317     13.3983   0.0161894
         208     12.9491     13.3961   0.0162549
         209     13.0292     13.3944   0.0162717
         210      13.108      13.393   0.0162513
         211     13.1564     13.3919   0.0162129
         212     13.1799     13.3909   0.0161672
         213     13.1915     13.3899   0.0161184
         214     13.2007     13.3891   0.0160673
         215     13.2117     13.3882   0.0160137
         216      13.225     13.3875   0.0159574
         217     13.2391     13.3868   0.0158985
         218     13.2516     13.3862   0.0158377
         219     13.2603     13.3856   0.0157758
         220      13.264      13.385   0.0157138
         221     13.2623     13.3845   0.0156525
         222     13.2543     13.3839   0.0155929
         223     13.2371     13.3832   0.0155369
         224     13.2051     13.3825   0.0154879
         225     13.1546     13.3814   0.0154521
         226     13.0898     13.3801   0.0154375
         227     13.0281     13.3786   0.0154472
         228     12.9952     13.3769   0.0154708
         229     13.0067     13.3753   0.0154874
         230     13.0513     13.3739    0.015484
         231     13.1036     13.3727   0.0154611
         232     13.1539     13.3718   0.0154232
         233     13.2121     13.3711   0.0153722
         234     13.2825     13.3707   0.0153112
         235     13.3514     13.3706   0.0152463
         236     13.4016     13.3708   0.0151822
         237     13.4258      13.371     0.01512
         238     13.4272     13.3712   0.0150583
         239     13.4133     13.3714   0.0149963
         240     13.3921     13.3715   0.0149341
         241     13.3659     13.3715   0.0148721
         242     13.3249     13.3713   0.0148119
         243      13.245     13.3708   0.0147601
         244     13.0977     13.3696   0.0147419
         245     12.8969     13.3677   0.0148075
         246     12.7773     13.3653   0.0149405
         247     12.8728     13.3633   0.0150125
         248     13.0468      13.362   0.0150061
         249     13.1116      13.361   0.0149795
         250     13.0658     13.3599   0.0149661
