#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         106     19.8576      20.339   0.0257177
         107     19.7652     20.3336   0.0260304
         108     19.7531     20.3282   0.0263386
         109      19.837     20.3237   0.0264798
         110     19.9618     20.3204   0.0264426
         111     20.0652     20.3181   0.0263042
         112     20.1196     20.3164    0.026129
         113     20.1179     20.3146   0.0259568
         114     20.0481     20.3123   0.0258341
         115     19.8906     20.3086   0.0258684
         116      19.673     20.3031   0.0262192
         117     19.5559     20.2967   0.0267617
         118     19.6722     20.2914   0.0270531
         119     19.8722     20.2879   0.0270542
         120     19.9421      20.285   0.0269819
         121     19.8146     20.2811   0.0270376
         122     19.5469     20.2751   0.0274776
         123     19.3416     20.2675   0.0282829
         124     19.4235     20.2607   0.0288623
         125     19.7004     20.2563   0.0289775
         126     19.9039     20.2535   0.0288821
         127     19.9362      20.251   0.0287625
         128     19.8564     20.2479   0.0287025
         129     19.7777     20.2442   0.0287105
         130     19.7786     20.2406   0.0287121
         131     19.8463     20.2376   0.0286504
         132     19.9288     20.2353   0.0285287
         133     19.9982     20.2335   0.0283699
         134     20.0496     20.2321   0.0281913
         135      20.084      20.231   0.0280039
         136      20.102     20.2301    0.027814
         137     20.1034     20.2292   0.0276264
         138     20.0856     20.2281   0.0274458
         139     20.0424     20.2268   0.0272808
         140     19.9644     20.2249   0.0271502
         141     19.8423     20.2222   0.0270929
         142     19.6807     20.2184   0.0271692
         143      19.521     20.2135   0.0274135
         144     19.4351     20.2081   0.0277509
         145     19.4332     20.2028   0.0280694
         146      19.402     20.1973   0.0284079
         147     19.2759      20.191   0.0288979
         148     19.2672     20.1848    0.029369
         149     19.5462     20.1805   0.0294829
         150     19.8777     20.1785   0.0293554
         151     20.0702     20.1778   0.0291697
         152     20.1426     20.1775   0.0289787
         153     20.1557     20.1774   0.0287897
         154     20.1467     20.1772   0.0286034
         155     20.1313     20.1769   0.0284204
         156     20.1126     20.1765   0.0282412
         157     20.0855     20.1759   0.0280673
         158     20.0402      20.175   0.0279028
         159     19.9675     20.1737   0.0277578
         160     19.8704     20.1718    0.027649
         161      19.776     20.1694   0.0275863
         162     19.7271     20.1666   0.0275508
         163     19.7441      20.164   0.0275035
         164     19.8034     20.1619   0.0274235
         165     19.8638       20.16   0.0273167
         166     19.8992     20.1585   0.0271973
         167     19.9041      20.157   0.0270771
         168      19.889     20.1554   0.0269628
         169     19.8772     20.1537   0.0268535
         170     19.8952     20.1522   0.0267385
         171     19.9522      20.151   0.0266077
         172     20.0326     20.1503    0.026462
         173     20.1127     20.1501   0.0263099
         174     20.1771     20.1503   0.0261591
         175     20.2198     20.1507   0.0260127
         176     20.2371     20.1512   0.0258695
         177     20.2224     20.1516   0.0257265
         178     20.1669     20.1516   0.0255821
         179     20.0692     20.1512   0.0254433
         180     19.9558     20.1501   0.0253251
         181     19.8835     20.1486    0.025228
         182     19.8857     20.1472   0.0251307
         183     19.9287      20.146   0.0250217
         184     19.9581      20.145   0.0249066
         185     19.9543     20.1439   0.0247932
         186     19.9283     20.1428   0.0246871
         187      19.896     20.1415   0.0245903
         188     19.8651       20.14   0.0245034
         189     19.8321     20.1384   0.0244278
         190     19.7852     20.1365   0.0243699
         191     19.7155     20.1343   0.0243418
         192     19.6303     20.1317   0.0243561
         193     19.5562     20.1287   0.0244117
         194     19.5202     20.1256   0.0244866
         195     19.5282     20.1225   0.0245519
         196     19.5676     20.1197   0.0245893
         197     19.6239     20.1171   0.0245929
         198      19.687      20.115   0.0245645
         199     19.7484     20.1131     0.02451
         200     19.8005     20.1116   0.0244373
         201      19.837     20.1102   0.0243539
         202     19.8518     20.1089   0.0242669
         203     19.8355     20.1076   0.0241847
         204     19.7739     20.1059   0.0241214
         205     19.6554     20.1037   0.0241036
         206     19.5017     20.1008   0.0241632
         207     19.3975     20.0974   0.0242841
         208     19.4237     20.0942   0.0243824
         209     19.5438     20.0915   0.0244076
         210     19.6619     20.0895   0.0243769
         211     19.7347     20.0878   0.0243193
         212     19.7699     20.0863   0.0242508
         213     19.7873     20.0849   0.0241776
         214      19.801     20.0836   0.0241009
         215     19.8175     20.0823   0.0240206
         216     19.8375     20.0812   0.0239361
         217     19.8587     20.0802   0.0238478
         218     19.8774     20.0793   0.0237565
         219     19.8905     20.0784   0.0236637
         220      19.896     20.0776   0.0235706
         221     19.8934     20.0767   0.0234787
         222     19.8815     20.0759   0.0233894
         223     19.8556     20.0749   0.0233054
         224     19.8077     20.0737   0.0232318
         225     19.7319     20.0722   0.0231782
         226     19.6347     20.0702   0.0231563
         227     19.5421     20.0679   0.0231709
         228     19.4927     20.0654   0.0232061
         229     19.5101     20.0629   0.0232312
         230      19.577     20.0608    0.023226
         231     19.6554     20.0591   0.0231917
         232     19.7309     20.0577   0.0231348
         233     19.8182     20.0566   0.0230584
         234     19.9237     20.0561   0.0229668
         235     20.0271     20.0559   0.0228694
         236     20.1024     20.0561   0.0227734
         237     20.1388     20.0565   0.0226799
         238     20.1408     20.0568   0.0225874
         239       20.12     20.0571   0.0224945
         240     20.0882     20.0572   0.0224011
         241     20.0488     20.0572   0.0223082
         242     19.9874     20.0569   0.0222179
         243     19.8675     20.0561   0.0221401
         244     19.6465     20.0545   0.0221129
         245     19.3454     20.0516   0.0222112
         246     19.1659      20.048   0.0224108
         247     19.3091      20.045   0.0225188
         248     19.5703     20.0431   0.0225092
         249     19.6674     20.0415   0.0224693
         250     19.5987     20.0398   0.0224491
         251     19.5135     20.0377   0.0224574
         252     19.5157     20.0356   0.0224636
         253     19.5753     20.0338   0.0224484
         254     19.6177     20.0322   0.0224197
         255     19.6238     20.0306   0.0223889
         256     19.6232      20.029   0.0223579
         257     19.6446     20.0275   0.0223209
         258      19.688     20.0261   0.0222731
         259     19.7331      20.025   0.0222158
         260     19.7625      20.024   0.0221533
         261     19.7737      20.023   0.0220892
         262     19.7759     20.0221    0.022025
         263     19.7808     20.0212   0.0219604
         264     19.7939     20.0203    0.021894
         265     19.8125     20.0195   0.0218254
         266     19.8284     20.0188   0.0217552
         267     19.8305     20.0181   0.0216852
         268     19.8039     20.0173    0.021619
         269     19.7292     20.0162   0.0215651
         270     19.5944     20.0147   0.0215418
         271     19.4284     20.0125   0.0215707
         272     19.3191       20.01   0.0216415
         273     19.3345     20.0075   0.0217032
         274     19.4389     20.0054    0.021723
         275      19.555     20.0038   0.0217056
         276      19.639     20.0025   0.0216672
         277     19.6823     20.0013   0.0216198
         278     19.6933     20.0002   0.0215704
         279     19.6831     19.9991    0.021523
         280     19.6578     19.9978   0.0214806
         281     19.6192     19.9965   0.0214464
         282       19.57      19.995   0.0214236
         283     19.5187     19.9933   0.0214139
         284     19.4784     19.9915   0.0214151
         285     19.4566     19.9896    0.021422
         286     19.4473     19.9877   0.0214309
         287     19.4383     19.9858   0.0214415
         288     19.4243     19.9839   0.0214556
         289     19.4093     19.9819   0.0214732
         290     19.3952     19.9798   0.0214943
         291     19.3719     19.9778   0.0215217
         292     19.3253     19.9755   0.0215637
         293     19.2572     19.9731    0.021629
         294     19.1958     19.9704   0.0217164
         295     19.1811     19.9677    0.021807
         296     19.2308     19.9653    0.021875
         297     19.3255     19.9631   0.0219072
         298     19.4285     19.9613    0.021907
         299     19.5141     19.9598   0.0218847
         300     19.5744     19.9585   0.0218494
         301      19.612     19.9574   0.0218072
         302     19.6321     19.9563   0.0217615
         303     19.6383     19.9552    0.021715
         304     19.6323     19.9542   0.0216695
         305      19.615     19.9531    0.021627
         306     19.5881     19.9519   0.0215892
         307      19.555     19.9506   0.0215575
         308     19.5204     19.9492   0.0215327
         309      19.489     19.9477   0.0215145
         310     19.4639     19.9461   0.0215016
         311     19.4469     19.9445   0.0214923
         312     19.4382     19.9429   0.0214846
         313     19.4328     19.9413   0.0214777
         314     19.4168     19.9396   0.0214742
         315      19.369     19.9378   0.0214822
         316     19.2763     19.9357    0.021516
         317       19.16     19.9333   0.0215869
         318      19.087     19.9306   0.0216824
         319     19.1213     19.9281   0.0217623
         320     19.2511     19.9259   0.0217969
         321     19.4049     19.9243   0.0217893
         322      19.525     19.9231   0.0217569
         323     19.5942     19.9221   0.0217134
         324     19.6182     19.9211   0.0216666
         325     19.6085     19.9202   0.0216213
         326     19.5755     19.9191   0.0215808
         327     19.5297     19.9179   0.0215477
         328     19.4817     19.9166    0.021523
         329     19.4411     19.9151    0.021506
         330     19.4157     19.9136    0.021494
         331     19.4131     19.9121   0.0214822
         332     19.4396     19.9107   0.0214646
         333     19.4952     19.9094   0.0214364
         334       19.57     19.9084   0.0213963
         335     19.6485     19.9077   0.0213465
         336     19.7183     19.9071   0.0212904
         337     19.7741     19.9067   0.0212309
         338     19.8167     19.9064   0.0211697
         339       19.85     19.9063   0.0211079
         340      19.878     19.9062    0.021046
         341      19.904     19.9062   0.0209843
         342     19.9303     19.9062   0.0209231
         343     19.9579     19.9064   0.0208626
         344     19.9871     19.9066   0.0208033
         345     20.0168      19.907   0.0207454
         346     20.0441     19.9073   0.0206892
         347     20.0626     19.9078   0.0206345
         348     20.0589     19.9082   0.0205797
         349     20.0088     19.9085   0.0205228
         350     19.8844     19.9084   0.0204643
         351     19.6946     19.9078    0.020415
         352     19.5336     19.9068   0.0203847
         353     19.4823     19.9056   0.0203624
         354      19.467     19.9043   0.0203425
         355      19.421      19.903   0.0203307
         356     19.4406     19.9017   0.0203151
         357     19.6229     19.9009   0.0202732
         358     19.8768     19.9008   0.0202167
         359     20.0332     19.9012   0.0201637
         360     20.0282     19.9015   0.0201108
         361     19.9059     19.9016   0.0200551
         362     19.7568     19.9012   0.0200037
         363      19.672     19.9005   0.0199585
         364     19.7137        19.9   0.0199103
         365     19.8836        19.9   0.0198558
         366     20.1056     19.9005   0.0198095
         367     20.2812     19.9016   0.0197826
         368     20.3576     19.9028   0.0197677
         369     20.3313      19.904   0.0197482
         370     20.2379     19.9049   0.0197154
         371     20.1586     19.9056   0.0196741
         372     20.1735     19.9063   0.0196344
         373     20.2677     19.9072   0.0196057
         374     20.3574     19.9084   0.0195902
         375     20.3893     19.9097   0.0195798
         376     20.3606     19.9109   0.0195645
         377     20.2911     19.9119   0.0195385
         378     20.2065     19.9127   0.0195024
         379     20.1342     19.9133   0.0194597
         380     20.0966     19.9138   0.0194144
         381      20.103     19.9143   0.0193698
         382     20.1468     19.9149   0.0193287
         383      20.214     19.9157    0.019294
         384     20.2899     19.9166   0.0192683
         385     20.3583     19.9178   0.0192524
         386     20.4006      19.919   0.0192431
         387     20.3978     19.9203   0.0192331
         388     20.3349     19.9213   0.0192132
         389     20.2121     19.9221   0.0191784
         390     20.0668     19.9225   0.0191328
         391     19.9752     19.9226   0.0190843
         392     19.9978     19.9228   0.0190366
         393     20.1154     19.9233   0.0189945
         394     20.2445     19.9241   0.0189637
         395     20.3068     19.9251   0.0189405
         396     20.2606     19.9259   0.0189116
         397     20.0936     19.9263   0.0188687
         398     19.8546     19.9262   0.0188221
         399     19.7181     19.9256   0.0187822
         400     19.8259     19.9254   0.0187369
         401     20.0458     19.9257   0.0186925
         402      20.193     19.9264   0.0186579
         403     20.2365     19.9271   0.0186274
         404     20.2204     19.9278   0.0185955
         405     20.1831     19.9285   0.0185602
         406     20.1454      19.929   0.0185222
         407      20.122     19.9295   0.0184828
         408     20.1219       19.93   0.0184435
         409     20.1394     19.9305   0.0184055
         410     20.1567      19.931   0.0183689
         411     20.1596     19.9316   0.0183326
         412     20.1466     19.9321   0.0182955
         413     20.1259     19.9326   0.0182572
         414     20.1065      19.933    0.018218
         415     20.0942     19.9334   0.0181782
         416     20.0904     19.9338   0.0181384
         417     20.0943     19.9341    0.018099
         418     20.1046     19.9345   0.0180603
         419     20.1185      19.935   0.0180225
         420     20.1298     19.9355   0.0179856
         421     20.1316     19.9359   0.0179489
         422     20.1218     19.9364   0.0179118
         423     20.1056     19.9368   0.0178739
         424     20.0889     19.9371   0.0178354
         425     20.0668     19.9374    0.017796
         426     20.0267     19.9376   0.0177555
         427     19.9673     19.9377    0.017714
         428     19.9106     19.9376   0.0176727
         429     19.8849     19.9375    0.017632
         430     19.8961     19.9374   0.0175912
         431     19.9231     19.9374   0.0175504
         432     19.9373     19.9374   0.0175098
         433     19.9221     19.9373   0.0174694
         434     19.8777     19.9372   0.0174297
         435     19.8109     19.9369   0.0173921
         436     19.7339     19.9365   0.0173584
         437     19.6827     19.9359   0.0173284
         438     19.7017     19.9353   0.0172971
         439     19.7826      19.935   0.0172612
         440     19.8651     19.9348   0.0172227
         441     19.9041     19.9348   0.0171838
         442      19.897     19.9347   0.0171451
         443     19.8666     19.9345   0.0171071
         444     19.8409     19.9343   0.0170698
         445     19.8391     19.9341   0.0170328
         446     19.8627     19.9339   0.0169954
         447     19.9002     19.9339   0.0169575
         448     19.9386     19.9339   0.0169197
         449     19.9696      19.934   0.0168822
         450     19.9898     19.9341   0.0168451
         451     19.9981     19.9342   0.0168084
         452     19.9936     19.9344   0.0167717
         453     19.9751     19.9344   0.0167349
         454     19.9417     19.9345   0.0166981
         455     19.8946     19.9344   0.0166616
         456     19.8401     19.9342   0.0166264
         457     19.7899     19.9338    0.016593
         458     19.7561     19.9335   0.0165613
         459     19.7389      19.933   0.0165306
         460     19.7234     19.9326    0.016501
         461     19.6923     19.9321   0.0164734
         462     19.6472     19.9314   0.0164493
         463     19.6154     19.9308   0.0164279
         464     19.6317     19.9301   0.0164051
         465     19.7047     19.9296    0.016377
         466     19.8098     19.9294   0.0163439
         467      19.913     19.9293   0.0163089
         468     19.9928     19.9295   0.0162746
         469     20.0412     19.9297   0.0162417
         470     20.0576       19.93   0.0162094
         471     20.0454     19.9302   0.0161768
         472     20.0103     19.9304   0.0161435
         473      19.959     19.9305   0.0161094
         474      19.901     19.9304   0.0160756
         475     19.8537     19.9302   0.0160426
         476     19.8388       19.93     0.01601
         477     19.8665     19.9299    0.015977
         478     19.9299     19.9299   0.0159436
         479     20.0155     19.9301   0.0159113
         480     20.1095     19.9305   0.0158825
         481     20.1945      19.931    0.015859
         482     20.2469     19.9317   0.0158396
         483     20.2395     19.9323   0.0158196
         484     20.1532     19.9328   0.0157935
         485     19.9964     19.9329   0.0157615
         486     19.8265     19.9327   0.0157306
         487      19.739     19.9323   0.0157033
         488     19.8043      19.932   0.0156734
         489     19.9997     19.9322   0.0156419
         490     20.2263     19.9328   0.0156215
         491     20.3932     19.9337   0.0156178
         492      20.465     19.9348   0.0156234
         493      20.447     19.9358   0.0156262
         494     20.3528     19.9367   0.0156173
         495     20.1731     19.9371   0.0155931
         496     19.8793      19.937   0.0155621
         497     19.5213     19.9362   0.0155532
         498     19.3115     19.9349   0.0155725
         499     19.3732     19.9338   0.0155819
         500     19.5512      19.933   0.0155695
         501     19.6793     19.9325   0.0155467
         502     19.7048     19.9321   0.0155224
         503      19.642     19.9315   0.0155022
         504     19.5761     19.9308   0.0154875
         505     19.6229     19.9302   0.0154688
         506     19.7929     19.9299   0.0154406
         507     19.9874       19.93   0.0154106
         508     20.1261     19.9304   0.0153851
         509      20.189     19.9309   0.0153632
         510     20.1823     19.9314    0.015341
         511     20.1112     19.9318    0.015315
         512     19.9811     19.9319   0.0152854
         513     19.8273     19.9317    0.015257
         514     19.7335     19.9313   0.0152322
         515     19.7567     19.9309   0.0152063
         516     19.8489     19.9308   0.0151777
         517     19.9297     19.9308   0.0151484
         518     19.9706     19.9308   0.0151193
         519     19.9829     19.9309   0.0150905
         520     19.9846      19.931   0.0150618
         521     19.9862     19.9312   0.0150333
         522     19.9892     19.9313   0.0150049
         523     19.9897     19.9314   0.0149766
         524     19.9836     19.9315   0.0149484
         525     19.9701     19.9316   0.0149201
         526     19.9534     19.9316   0.0148918
         527     19.9404     19.9316   0.0148635
         528     19.9374     19.9316   0.0148354
         529     19.9485     19.9317   0.0148074
         530     19.9758     19.9317   0.0147797
         531     20.0188     19.9319   0.0147528
         532      20.074     19.9322   0.0147274
         533     20.1332     19.9325   0.0147046
         534     20.1846      19.933   0.0146847
         535      20.212     19.9335   0.0146665
         536     20.1951      19.934   0.0146472
         537     20.1171     19.9344   0.0146239
         538      19.994     19.9345   0.0145972
         539     19.9066     19.9344   0.0145702
         540     19.9419     19.9344   0.0145432
         541      20.075     19.9347   0.0145186
         542     20.2022     19.9352   0.0145002
         543     20.2477     19.9358    0.014485
         544     20.1838     19.9362   0.0144655
         545     20.0368     19.9364   0.0144401
         546     19.9092     19.9364   0.0144138
         547     19.9043     19.9363   0.0143875
         548     19.9932     19.9364   0.0143617
         549     20.0773     19.9367   0.0143378
         550     20.1211      19.937   0.0143157
         551     20.1486     19.9374   0.0142948
         552     20.1861     19.9378    0.014276
         553     20.2403     19.9384   0.0142607
         554     20.3076      19.939   0.0142505
         555     20.3796     19.9398   0.0142469
         556     20.4419     19.9407   0.0142499
         557     20.4801     19.9417   0.0142572
         558     20.4904     19.9427   0.0142655
         559     20.4801     19.9437   0.0142723
         560     20.4594     19.9446   0.0142765
         561     20.4365     19.9455    0.014278
         562     20.4166     19.9463   0.0142772
         563     20.4012     19.9471   0.0142747
         564     20.3864     19.9479   0.0142706
         565     20.3682     19.9486   0.0142647
         566     20.3519     19.9493   0.0142573
         567     20.3501       19.95   0.0142496
         568     20.3662     19.9508   0.0142434
         569     20.3922     19.9515   0.0142395
         570     20.4242     19.9524   0.0142386
         571     20.4667     19.9533   0.0142421
         572     20.5189     19.9543   0.0142515
         573     20.5681     19.9553   0.0142669
         574     20.5987     19.9565    0.014286
         575     20.6001     19.9576   0.0143049
         576     20.5696     19.9586   0.0143195
         577     20.5132     19.9596   0.0143269
         578     20.4479     19.9604    0.014327
         579     20.3984     19.9612   0.0143222
         580     20.3862     19.9619   0.0143162
         581     20.4173     19.9627    0.014313
         582     20.4812     19.9636   0.0143161
         583     20.5591     19.9646    0.014328
         584     20.6335     19.9658   0.0143492
         585     20.6922      19.967   0.0143783
         586     20.7281     19.9683   0.0144123
         587     20.7364     19.9696    0.014447
         588     20.7122     19.9709   0.0144775
         589      20.649      19.972   0.0144986
         590     20.5418      19.973   0.0145062
         591     20.4022     19.9737   0.0144998
         592      20.278     19.9742   0.0144844
         593     20.2376     19.9747   0.0144668
         594     20.3038     19.9752    0.014453
         595     20.4294      19.976   0.0144489
         596     20.5537      19.977   0.0144571
         597     20.6426     19.9781   0.0144758
         598     20.6814     19.9793   0.0144993
         599     20.6599     19.9804   0.0145196
         600     20.5749     19.9814   0.0145291
         601     20.4467     19.9822   0.0145256
         602     20.3259     19.9827   0.0145127
         603     20.2697     19.9832   0.0144964
         604      20.303     19.9837   0.0144821
         605     20.4028     19.9844   0.0144747
         606     20.5047     19.9853   0.0144762
         607     20.5285     19.9862     0.01448
         608     20.4132     19.9869   0.0144732
         609     20.1772     19.9872   0.0144528
         610     19.9896     19.9872   0.0144291
         611     20.0262     19.9873   0.0144057
         612     20.2027     19.9876   0.0143864
         613     20.3415     19.9882   0.0143745
         614     20.3921     19.9889   0.0143662
         615     20.3821     19.9895    0.014357
         616     20.3427     19.9901   0.0143452
         617     20.2927     19.9906   0.0143303
         618     20.2466      19.991   0.0143131
         619     20.2192     19.9913   0.0142947
         620     20.2166     19.9917   0.0142763
         621     20.2235     19.9921   0.0142582
         622     20.2067     19.9924   0.0142394
         623     20.1328     19.9927   0.0142184
         624     19.9971     19.9927   0.0141956
         625     19.8598     19.9924   0.0141745
         626      19.816     19.9922   0.0141546
         627     19.8722      19.992   0.0141333
         628      19.945     19.9919    0.014111
         629     19.9854     19.9919   0.0140886
         630     20.0037     19.9919   0.0140662
         631     20.0179      19.992    0.014044
         632     20.0284      19.992   0.0140219
         633     20.0284     19.9921   0.0139999
         634     20.0213     19.9921   0.0139779
         635     20.0235     19.9922   0.0139559
         636     20.0498     19.9923   0.0139343
         637     20.0996     19.9924   0.0139134
         638     20.1593     19.9927   0.0138941
         639     20.2156      19.993   0.0138767
         640     20.2625     19.9935   0.0138614
         641     20.2999     19.9939   0.0138481
         642     20.3304     19.9945   0.0138364
         643     20.3556      19.995   0.0138263
         644     20.3758     19.9956   0.0138174
         645     20.3883     19.9962   0.0138094
         646     20.3874     19.9968   0.0138013
         647     20.3636     19.9974   0.0137916
         648     20.3072     19.9979   0.0137786
         649     20.2178     19.9982   0.0137616
         650     20.1218     19.9984   0.0137417
         651     20.0734     19.9985   0.0137211
         652      20.113     19.9987   0.0137012
         653     20.2231      19.999   0.0136845
         654     20.3493     19.9996    0.013674
         655     20.4479     20.0003   0.0136703
         656     20.4981      20.001   0.0136705
         657     20.4921     20.0018   0.0136701
         658     20.4303     20.0024   0.0136648
         659     20.3303     20.0029   0.0136532
         660     20.2425     20.0033   0.0136373
         661     20.2346     20.0036   0.0136212
         662     20.3264     20.0041   0.0136093
         663     20.4615     20.0048   0.0136063
         664     20.5654     20.0056   0.0136119
         665     20.5908     20.0065   0.0136199
         666     20.5096     20.0073   0.0136204
         667     20.3003     20.0077    0.013607
         668     19.9923     20.0077   0.0135867
         669     19.7477     20.0073   0.0135719
         670     19.7443     20.0069   0.0135573
         671     19.9033     20.0068    0.013538
         672     20.0443     20.0068    0.013518
         673     20.1326      20.007   0.0134992
         674     20.2141     20.0073   0.0134827
         675      20.304     20.0077   0.0134698
         676     20.3835     20.0083   0.0134614
         677     20.4355     20.0089   0.0134563
         678     20.4508     20.0096   0.0134522
         679     20.4204     20.0102    0.013446
         680     20.3371     20.0107   0.0134348
         681     20.2094      20.011   0.0134182
         682     20.0732     20.0111   0.0133989
         683     19.9744      20.011   0.0133794
         684     19.9277     20.0109   0.0133604
         685     19.9084     20.0107   0.0133417
         686     19.8854     20.0105   0.0133235
         687     19.8419     20.0103   0.0133064
         688     19.7779       20.01   0.0132913
         689     19.7071     20.0095   0.0132793
         690     19.6495      20.009   0.0132703
         691     19.6218     20.0084   0.0132629
         692     19.6301     20.0079    0.013255
         693     19.6685     20.0074   0.0132449
         694     19.7232      20.007   0.0132322
         695      19.779     20.0067   0.0132172
         696     19.8246     20.0064   0.0132008
         697     19.8535     20.0062   0.0131837
         698     19.8639      20.006   0.0131664
         699      19.857     20.0058   0.0131493
         700     19.8365     20.0055   0.0131327
         701     19.8068     20.0052    0.013117
         702     19.7722     20.0049   0.0131025
         703     19.7351     20.0045   0.0130895
         704     19.6952     20.0041   0.0130783
         705     19.6494     20.0036   0.0130694
         706     19.5943      20.003   0.0130638
         707     19.5277     20.0023   0.0130626
         708     19.4514     20.0016   0.0130673
         709      19.372     20.0007    0.013079
         710     19.3009     19.9997   0.0130976
         711     19.2516     19.9986   0.0131214
         712      19.235     19.9976   0.0131467
         713     19.2538     19.9965   0.0131696
         714     19.3006     19.9955   0.0131872
         715     19.3603     19.9947   0.0131986
         716      19.418     19.9938   0.0132048
         717     19.4648     19.9931   0.0132069
         718     19.4992     19.9924   0.0132064
         719     19.5253     19.9918    0.013204
         720     19.5489     19.9912      0.0132
         721     19.5738     19.9906   0.0131944
         722     19.6001       19.99   0.0131872
         723     19.6247     19.9895   0.0131786
         724     19.6432     19.9891   0.0131691
         725     19.6521     19.9886   0.0131592
         726     19.6475     19.9881   0.0131494
         727     19.6225     19.9876   0.0131409
         728     19.5611      19.987   0.0131359
         729     19.4388     19.9863   0.0131394
         730     19.2539     19.9853   0.0131597
         731     19.1003     19.9841   0.0131972
         732     19.1274     19.9829    0.013231
         733      19.315      19.982   0.0132443
         734     19.5037     19.9813   0.0132423
         735      19.613     19.9808   0.0132337
         736     19.6466     19.9804   0.0132235
         737     19.6179     19.9799   0.0132147
         738     19.5284     19.9793    0.013211
         739     19.3858     19.9785   0.0132175
         740     19.2391     19.9775   0.0132373
         741     19.1749     19.9764   0.0132637
         742     19.2288     19.9754    0.013284
         743     19.3391     19.9745   0.0132937
         744     19.4318     19.9738   0.0132959
         745     19.4847     19.9731   0.0132942
         746     19.5113     19.9725   0.0132908
