#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     20.0249     20.0249           0
           2     19.9295     19.9772   0.0337387
           3     19.8815     19.9453   0.0344124
           4     19.9192     19.9388   0.0264217
           5     20.0366     19.9584   0.0274368
           6     20.1825     19.9957   0.0410589
           7     20.3117     20.0409   0.0546412
           8     20.4092     20.0869   0.0643499
           9     20.4781     20.1304   0.0703637
          10     20.5258     20.1699   0.0736023
          11      20.558     20.2052   0.0748921
          12     20.5778     20.2362   0.0748126
          13     20.5856     20.2631   0.0737274
          14     20.5803     20.2858   0.0718585
          15     20.5605     20.3041    0.069362
          16     20.5248     20.3179   0.0663846
          17     20.4725      20.327   0.0630996
          18     20.4038     20.3312    0.059738
          19     20.3255     20.3309   0.0565947
          20     20.2591     20.3274   0.0538788
          21      20.234     20.3229    0.051496
          22     20.2615     20.3201   0.0492308
          23     20.3209     20.3202   0.0470904
          24     20.3815     20.3227   0.0451977
          25     20.4254     20.3268   0.0435759
          26     20.4489     20.3315   0.0421523
          27      20.456     20.3361   0.0408426
          28     20.4537     20.3403    0.039599
          29     20.4496     20.3441   0.0384125
          30     20.4493     20.3476   0.0372917
          31     20.4529      20.351    0.036243
          32     20.4574     20.3543   0.0352627
          33     20.4605     20.3575   0.0343407
          34     20.4629     20.3606     0.03347
          35     20.4677     20.3637   0.0326532
          36     20.4795     20.3669   0.0319043
          37      20.502     20.3706   0.0312501
          38     20.5354     20.3749   0.0307274
          39     20.5762     20.3801     0.03037
          40     20.6182      20.386   0.0301886
          41     20.6552     20.3926   0.0301578
          42     20.6825     20.3995   0.0302194
          43     20.6967     20.4064   0.0302967
          44     20.6944     20.4129   0.0303071
          45     20.6721     20.4187   0.0301756
          46     20.6284     20.4233   0.0298619
          47     20.5711     20.4264   0.0293918
          48     20.5223     20.4284   0.0288472
          49      20.509       20.43   0.0283053
          50     20.5416     20.4323   0.0278271
          51     20.6044     20.4357   0.0274854
          52     20.6721     20.4402   0.0273304
          53     20.7285     20.4456   0.0273507
          54     20.7689     20.4516   0.0274917
          55     20.7921     20.4578   0.0276801
          56     20.7904     20.4638   0.0278156
          57      20.743     20.4687   0.0277557
          58     20.6189     20.4712   0.0273977
          59     20.4015     20.4701   0.0269588
          60     20.1311     20.4644   0.0270951
          61     19.9133     20.4554   0.0281171
          62     19.8531     20.4457   0.0292938
          63     19.9811     20.4383   0.0297424
          64     20.2333     20.4351   0.0294496
          65     20.4966      20.436   0.0290117
          66     20.6903     20.4399   0.0288268
          67     20.7908     20.4451   0.0288686
          68     20.8056     20.4504   0.0289266
          69     20.7498     20.4548   0.0288309
          70     20.6367     20.4574    0.028536
          71     20.4761     20.4576   0.0281353
          72     20.2836     20.4552   0.0278482
          73     20.0959     20.4503   0.0278983
          74     19.9691     20.4438   0.0282689
          75     19.9364      20.437   0.0286899
          76     19.9752     20.4309   0.0289487
          77     20.0384     20.4258   0.0290181
          78     20.0984     20.4216   0.0289482
          79     20.1495     20.4182   0.0287859
          80     20.1924     20.4154   0.0285641
          81     20.2259      20.413   0.0283071
          82     20.2458      20.411   0.0280353
          83     20.2439      20.409   0.0277697
          84     20.2083     20.4066   0.0275417
          85     20.1318     20.4034   0.0274067
          86      20.032      20.399    0.027426
          87     19.9556      20.394   0.0275804
          88     19.9363     20.3888    0.027753
          89     19.9571     20.3839   0.0278617
          90     19.9843     20.3795   0.0279037
          91      20.012     20.3754   0.0278877
          92      20.051     20.3719   0.0278066
          93      20.101      20.369   0.0276598
          94     20.1483     20.3666    0.027465
          95     20.1813     20.3647   0.0272451
          96      20.198     20.3629   0.0270165
          97     20.2021     20.3613   0.0267889
          98     20.1986     20.3596   0.0265669
          99     20.1914     20.3579   0.0263528
         100     20.1817     20.3562   0.0261482
         101     20.1687     20.3543   0.0259551
         102     20.1484     20.3523    0.025779
         103     20.1141       20.35   0.0256323
         104     20.0566     20.3472   0.0255406
         105     19.9685     20.3436   0.0255507
