1	3.14182	0
2	3.1421	0.000278165
3	3.14217	0.000175793
4	3.14241	0.000270726
5	3.14221	0.000291288
6	3.14197	0.000332915
7	3.1421	0.000308463
8	3.14211	0.00026751
9	3.14201	0.000256672
10	3.142	0.000230061
11	3.14184	0.000262788
12	3.14176	0.000251926
13	3.14174	0.000232583
14	3.14183	0.000235159
15	3.14196	0.000253681
16	3.14193	0.000239132
17	3.14193	0.000224653
18	3.14193	0.000211874
19	3.14195	0.000200721
20	3.14188	0.000202104
21	3.14184	0.000196595
22	3.14177	0.000198402
23	3.14181	0.000194181
24	3.14179	0.0001875
25	3.14185	0.000188425
26	3.14188	0.000184584
27	3.14188	0.000177616
28	3.14184	0.000175654
29	3.14188	0.000173067
30	3.14188	0.000167353
31	3.14184	0.000168392
32	3.14183	0.000163302
33	3.14186	0.000161806
34	3.14189	0.000159216
35	3.1419	0.00015494
36	3.14185	0.000157991
37	3.14187	0.000154634
38	3.14186	0.000151042
39	3.14185	0.000147154
40	3.14188	0.000146038
41	3.14185	0.000145422
42	3.14186	0.000142543
43	3.14191	0.000146485
44	3.14193	0.000144277
45	3.14189	0.000145323
46	3.14191	0.000142677
47	3.14189	0.00014019
48	3.1419	0.000137334
49	3.1419	0.000134654
50	3.1419	0.000131939
51	3.1419	0.000129327
52	3.1419	0.000126816
53	3.1419	0.000124404
54	3.14189	0.000123189
55	3.14186	0.000123514
56	3.14185	0.000122188
57	3.14185	0.000120029
58	3.14184	0.000118103
59	3.14182	0.000117889
60	3.14181	0.000116698
61	3.14182	0.000115144
62	3.14183	0.000114391
63	3.14185	0.000114434
64	3.14183	0.000114174
65	3.14182	0.000113903
66	3.14181	0.000112214
67	3.14182	0.000110734
68	3.14183	0.000109926
69	3.14184	0.000108682
70	3.14184	0.000107118
71	3.14185	0.000105746
72	3.14184	0.000104793
73	3.14181	0.00010566
74	3.14181	0.000104238
75	3.1418	0.000104226
76	3.14179	0.000103043
77	3.14178	0.000102418
78	3.14177	0.000101555
79	3.14177	0.000100261
80	3.14177	9.90142e-05
81	3.14177	9.78493e-05
82	3.1418	0.000100022
83	3.14181	9.96595e-05
84	3.14182	9.92189e-05
85	3.14183	9.82411e-05
86	3.14183	9.71161e-05
87	3.14182	9.72305e-05
88	3.1418	9.69422e-05
89	3.14181	9.60294e-05
90	3.14179	9.66762e-05
91	3.1418	9.58582e-05
92	3.14179	9.55782e-05
93	3.14179	9.48556e-05
94	3.1418	9.39018e-05
95	3.14179	9.35255e-05
96	3.14179	9.259e-05
97	3.14178	9.20404e-05
98	3.14178	9.10965e-05
99	3.14178	9.01717e-05
100	3.14178	8.93208e-05
