 0	98.6285
 0.01	97.4982
 0.02	94.9291
 0.03	93.6094
 0.04	94.7349
 0.05	93.1469
 0.06	93.7697
 0.07	88.5644
 0.08	90.843
 0.09	90.346
 0.1	89.6191
 0.11	86.046
 0.12	82.2117
 0.13	82.8001
 0.14	84.5297
 0.15	82.9087
 0.16	81.8932
 0.17	83.596
 0.18	84.9563
 0.19	85.65
 0.2	87.059
 0.21	91.5316
 0.22	92.2541
 0.23	93.0372
 0.24	91.222
 0.25	89.1189
 0.26	85.8689
 0.27	86.7531
 0.28	87.4385
 0.29	87.9285
 0.3	88.0174
 0.31	88.6398
 0.32	91.42
 0.33	89.1687
 0.34	88.6198
 0.35	86.6563
 0.36	86.0009
 0.37	84.2892
 0.38	83.2193
 0.39	83.084
 0.4	80.7079
 0.41	86.0343
 0.42	86.1181
 0.43	86.9977
 0.44	86.0665
 0.45	87.0706
 0.46	87.7962
 0.47	86.143
 0.48	89.8139
 0.49	89.8317
 0.5	89.3813
