 0	100.707
 0.01	104.987
 0.02	106.792
 0.03	108.948
 0.04	107.783
 0.05	103.28
 0.06	100.393
 0.07	97.446
 0.08	95.9137
 0.09	98.9265
 0.1	98.846
 0.11	101.656
 0.12	98.5678
 0.13	99.6604
 0.14	99.5969
 0.15	103.936
 0.16	101.99
 0.17	102.969
 0.18	102.884
 0.19	103.855
 0.2	103.658
 0.21	104.055
 0.22	106.533
 0.23	109.62
 0.24	108.515
 0.25	108.743
 0.26	108.599
 0.27	106.115
 0.28	103.014
 0.29	105.752
 0.3	106.415
 0.31	103.736
 0.32	103.254
 0.33	105.23
 0.34	102.67
 0.35	102.15
 0.36	99.7535
 0.37	97.2153
 0.38	97.9352
 0.39	95.3027
 0.4	96.4742
 0.41	96.32
 0.42	101.276
 0.43	103.095
 0.44	104.734
 0.45	107.15
 0.46	104.713
 0.47	105.386
 0.48	105.998
 0.49	104.286
 0.5	103.5
