 0	98.5289
 0.01	99.1079
 0.02	101.782
 0.03	103.067
 0.04	106.516
 0.05	109.806
 0.06	110.406
 0.07	108.817
 0.08	109.939
 0.09	108.99
 0.1	111.794
 0.11	109.937
 0.12	110.032
 0.13	106.755
 0.14	106.456
 0.15	106.37
 0.16	105.587
 0.17	103.325
 0.18	106.388
 0.19	107.893
 0.2	110.285
 0.21	108.234
 0.22	108.278
 0.23	108.828
 0.24	108.829
 0.25	107.962
 0.26	104.96
 0.27	106.805
 0.28	106.561
 0.29	104.743
 0.3	103.121
 0.31	104.88
 0.32	102.583
 0.33	104.727
 0.34	106.492
 0.35	106.378
 0.36	103.207
 0.37	94.8206
 0.38	93.4491
 0.39	92.1735
 0.4	91.0467
 0.41	88.9785
 0.42	90.6031
 0.43	91.9756
 0.44	92.8929
 0.45	94.9127
 0.46	99.7992
 0.47	109.192
 0.48	111.639
 0.49	108.334
 0.5	106.397
