 0	99.8322
 0.01	102.869
 0.02	101.826
 0.03	100.087
 0.04	95.6099
 0.05	98.3147
 0.06	103.349
 0.07	102.053
 0.08	101.942
 0.09	103.974
 0.1	103.564
 0.11	100.411
 0.12	102.071
 0.13	105.009
 0.14	109.898
 0.15	114.434
 0.16	111.718
 0.17	107.964
 0.18	108.728
 0.19	105.411
 0.2	104.256
 0.21	105.103
 0.22	107.136
 0.23	106.034
 0.24	107.8
 0.25	108.857
 0.26	105.752
 0.27	102.969
 0.28	103.045
 0.29	104.999
 0.3	104.974
 0.31	106.386
 0.32	107.574
 0.33	108.418
 0.34	108.497
 0.35	110.807
 0.36	113.463
 0.37	114.906
 0.38	116.099
 0.39	116.961
 0.4	116.89
 0.41	120.104
 0.42	120.849
 0.43	120.311
 0.44	116.646
 0.45	115.202
 0.46	112.915
 0.47	110.494
 0.48	118.37
 0.49	114.526
 0.5	110.985
