 0	100.065
 0.01	98.2778
 0.02	99.3865
 0.03	95.917
 0.04	93.9172
 0.05	95.8848
 0.06	92.8203
 0.07	92.1683
 0.08	91.1803
 0.09	91.8301
 0.1	89.7462
 0.11	91.3809
 0.12	88.5152
 0.13	85.4653
 0.14	89.0998
 0.15	88.1476
 0.16	91.601
 0.17	95.7805
 0.18	93.6099
 0.19	98.9997
 0.2	103.815
 0.21	105.723
 0.22	108.049
 0.23	105.374
 0.24	105.702
 0.25	101.619
 0.26	101.453
 0.27	101.207
 0.28	101.203
 0.29	98.9083
 0.3	103.009
 0.31	99.689
 0.32	101.609
 0.33	99.1657
 0.34	98.296
 0.35	97.0768
 0.36	100.827
 0.37	97.902
 0.38	95.2226
 0.39	93.4182
 0.4	93.7182
 0.41	94.3597
 0.42	92.6382
 0.43	90.5839
 0.44	89.3193
 0.45	93.2104
 0.46	91.7071
 0.47	95.0551
 0.48	98.4192
 0.49	95.764
 0.5	96.3413
