 0	98.6985
 0.01	98.3824
 0.02	96.5064
 0.03	93.7538
 0.04	90.2585
 0.05	93.2562
 0.06	93.3469
 0.07	93.8086
 0.08	95.1028
 0.09	94.4659
 0.1	96.3611
 0.11	102.052
 0.12	101.364
 0.13	101.802
 0.14	104.567
 0.15	104.823
 0.16	105.223
 0.17	108.707
 0.18	111.181
 0.19	113.434
 0.2	114.536
 0.21	115.078
 0.22	112.581
 0.23	116.51
 0.24	114.743
 0.25	112.086
 0.26	106.925
 0.27	106.368
 0.28	106.492
 0.29	102.725
 0.3	102.321
 0.31	106.059
 0.32	104.077
 0.33	105.079
 0.34	108.544
 0.35	110.41
 0.36	107.778
 0.37	109.116
 0.38	108.938
 0.39	110.505
 0.4	105.981
 0.41	106.838
 0.42	106.621
 0.43	103.736
 0.44	105.094
 0.45	106.745
 0.46	105.098
 0.47	108.637
 0.48	107.109
 0.49	103.321
 0.5	103.217
