 0	100.281
 0.01	97.8628
 0.02	94.5536
 0.03	96.2713
 0.04	94.4318
 0.05	93.7202
 0.06	98.6526
 0.07	105.165
 0.08	112.158
 0.09	116.469
 0.1	119.082
 0.11	120.179
 0.12	119.466
 0.13	120.504
 0.14	118.172
 0.15	123.035
 0.16	120.196
 0.17	115.537
 0.18	113.537
 0.19	110.531
 0.2	110.581
 0.21	107.705
 0.22	109.441
 0.23	112.513
 0.24	109.771
 0.25	113.47
 0.26	110.494
 0.27	114.488
 0.28	115.096
 0.29	112.793
 0.3	113.154
 0.31	114.988
 0.32	111.623
 0.33	111.535
 0.34	111.124
 0.35	111.497
 0.36	109.642
 0.37	109.244
 0.38	104.592
 0.39	106.465
 0.4	104.308
 0.41	109.397
 0.42	107.391
 0.43	102.44
 0.44	101.008
 0.45	100.889
 0.46	99.8064
 0.47	100.167
 0.48	100.72
 0.49	102.831
 0.5	103.533
