     #Bin   #Single_Part_Bin  #Global_Part_Bin  Error_Global_Calculation           1           0 0.000218243 0.000216783
           2           0   0.0164555  0.00186923
           3   0.0654729   0.0333475  0.00354747
           4   0.0327364   0.0575288  0.00336812
           5    0.130946   0.0703178  0.00359106
           6    0.163682    0.185375  0.00294993
           7    0.229155    0.173852  0.00750364
           8    0.222608    0.172761  0.00536915
           9     1.20143     1.35795  0.00896013
          10    0.582708     0.72138   0.0175841
          11    0.497594    0.422867  0.00910957
          12     0.27826    0.203228  0.00566583
          13           0   0.0334348   0.0029191
          14   0.0654729   0.0290263   0.0025603
          15   0.0327364  0.00519418  0.00134122
          16   0.0327364    0.026582  0.00196657
          17           0   0.0233083  0.00167119
          18           0  0.00270621  0.00101312
          19           0           0           0
          20           0           0           0
