     #Bin   #Single_Part_Bin  #Global_Part_Bin  Error_Global_Calculation           1           0  0.00327364  0.00292803
           2   0.0327364   0.0294628  0.00292803
           3           0           0           0
           4   0.0327364   0.0327364           0
           5   0.0327364   0.0327364           0
           6    0.163682    0.146004  0.00582672
           7   0.0982093    0.170229   0.0216951
           8    0.229155    0.183979    0.017033
           9     1.47314     1.52028   0.0127496
          10    0.864242    0.862277  0.00815656
          11    0.268439    0.243559  0.00919422
          12    0.274986    0.245523  0.00858668
          13           0           0           0
          14   0.0327364   0.0327364           0
          15           0           0           0
          16           0           0           0
          17           0   0.0202966  0.00682929
          18   0.0327364   0.0124398  0.00682929
          19           0           0           0
          20           0           0           0
