     #Bin   #Single_Part_Bin  #Global_Part_Bin  Error_Global_Calculation           1           0 0.000207193 0.000205877
           2           0   0.0156223  0.00182042
           3   0.0654729   0.0349741  0.00345983
           4   0.0327364   0.0562735  0.00325554
           5    0.163682   0.0743821  0.00395816
           6    0.130946    0.183283  0.00300107
           7    0.196419    0.175782  0.00719632
           8     0.27826    0.175824  0.00538833
           9     1.16214     1.34953   0.0094591
          10     0.45831    0.709966   0.0176131
          11    0.582708    0.429262  0.00921024
          12    0.310996    0.209347  0.00615858
          13   0.0556519   0.0326121  0.00285922
          14   0.0327364   0.0302916  0.00253044
          15   0.0327364  0.00658872  0.00144322
          16   0.0327364   0.0268936  0.00187316
          17           0   0.0221282  0.00168753
          18           0  0.00256919  0.00096414
          19           0           0           0
          20           0           0           0
