     #Bin   #Single_Part_Bin  #Global_Part_Bin  Error_Global_Calculation           1           0 0.000227336 0.000225752
           2           0   0.0171412  0.00190474
           3   0.0654729   0.0320089  0.00361012
           4   0.0327364   0.0585618  0.00345525
           5    0.130946   0.0677917  0.00343176
           6    0.196419    0.186279  0.00302633
           7    0.258618    0.170957  0.00761253
           8    0.232429    0.170229  0.00538667
           9     1.17851     1.36429  0.00855262
          10    0.546698    0.727749   0.0179242
          11    0.435394      0.4213  0.00941746
          12    0.294628    0.200056  0.00559064
          13   0.0654729   0.0336912  0.00299286
          14   0.0327364   0.0277805  0.00255427
          15   0.0327364  0.00404659  0.00122254
          16   0.0327364   0.0263255  0.00204293
          17           0   0.0242795  0.00164407
          18           0  0.00281897  0.00105324
          19           0           0           0
          20           0           0           0
