#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -5.17365    -5.17365           0
           2    -5.16104    -5.16735  0.00445902
           3    -5.21555    -5.18341   0.0134517
           4    -5.31201    -5.21556   0.0296139
           5    -5.40399    -5.25325   0.0411995
           6     -5.4566    -5.28714   0.0462162
           7    -5.45628     -5.3113   0.0454942
           8    -5.40698    -5.32326   0.0413497
           9    -5.32894    -5.32389   0.0367601
          10    -5.25657    -5.31716   0.0336949
          11    -5.22245    -5.30855   0.0317127
          12    -5.23101    -5.30209    0.029721
          13    -5.25522    -5.29848   0.0276526
          14    -5.26117    -5.29582   0.0258055
          15    -5.23114    -5.29151   0.0244428
          16     -5.1639    -5.28353   0.0241813
          17    -5.06804    -5.27086   0.0258689
          18    -4.96196    -5.25369   0.0295812
          19    -4.88602    -5.23434   0.0337657
          20    -4.89865    -5.21756   0.0360083
          21    -5.01734    -5.20802   0.0355335
          22    -5.17486    -5.20652   0.0339503
          23     -5.2804    -5.20973   0.0326258
          24    -5.29147    -5.21313   0.0314437
          25    -5.22086    -5.21344   0.0301874
          26     -5.1155    -5.20968   0.0292605
          27    -5.02782    -5.20294   0.0289416
          28    -4.98186    -5.19505    0.028965
          29    -4.96336    -5.18706   0.0290471
          30    -4.94271    -5.17891   0.0291985
          31     -4.9039    -5.17004   0.0295736
          32    -4.86482     -5.1605   0.0301483
          33    -4.88575    -5.15218   0.0303627
          34    -4.99978    -5.14769   0.0297986
          35    -5.14374    -5.14758   0.0289474
          36    -5.23743    -5.15008   0.0282507
          37    -5.26056    -5.15306   0.0276446
          38    -5.23465    -5.15521   0.0270003
          39    -5.18804    -5.15605   0.0263211
          40    -5.14493    -5.15577   0.0256646
          41    -5.12215    -5.15495   0.0250517
          42    -5.12696    -5.15429   0.0244641
          43    -5.15481     -5.1543   0.0238952
          44    -5.19368    -5.15519   0.0233689
          45    -5.23207     -5.1569   0.0229119
          46    -5.26295    -5.15921   0.0225295
          47    -5.28249    -5.16183   0.0222023
          48    -5.28668    -5.16443   0.0218916
          49    -5.26618    -5.16651   0.0215431
          50     -5.2036    -5.16725    0.021125
          51    -5.07582    -5.16546   0.0207867
          52    -4.87552    -5.15988   0.0211216
          53    -4.65309    -5.15032    0.022785
          54    -4.52959    -5.13882   0.0250957
          55    -4.59546    -5.12895   0.0265127
          56    -4.79935    -5.12306   0.0266846
          57    -5.01675    -5.12119   0.0262816
          58    -5.17089    -5.12205   0.0258424
          59    -5.24262    -5.12409   0.0254851
          60    -5.23943    -5.12602   0.0251327
          61    -5.18069    -5.12691   0.0247367
          62    -5.09174    -5.12635   0.0243442
          63    -4.99337    -5.12424   0.0240491
          64    -4.89638    -5.12068   0.0239354
          65    -4.81802    -5.11602   0.0240158
          66    -4.79324    -5.11113   0.0241447
          67    -4.84398    -5.10714   0.0241114
          68    -4.94284    -5.10472   0.0238775
          69    -5.03347    -5.10369   0.0235538
          70    -5.08379    -5.10341    0.023219
          71    -5.10154    -5.10338    0.022892
          72    -5.10412    -5.10339   0.0225741
          73    -5.09028    -5.10321   0.0222656
          74    -5.05059     -5.1025    0.021976
          75    -4.99132    -5.10102    0.021733
          76    -4.93903    -5.09889   0.0215513
          77    -4.92279     -5.0966   0.0213924
          78    -4.95219    -5.09475   0.0211981
          79    -5.01211     -5.0937   0.0209555
          80    -5.07529    -5.09347   0.0206948
          81     -5.1211    -5.09381   0.0204422
          82    -5.14633    -5.09445   0.0202029
