     #Bin   #Single_Part_Bin  #Global_Part_Bin  Error_Global_Calculation           1           0  0.00328859 0.000654482
           2    0.045831  0.00928279  0.00105489
           3   0.0523783   0.0330055  0.00185938
           4    0.101483   0.0734103  0.00320161
           5    0.274986     0.13827  0.00390326
           6    0.373195     0.22207  0.00479419
           7    0.232429    0.282968  0.00696137
           8    0.327364    0.328964  0.00935649
           9    0.363374    0.877261    0.025632
          10    0.595803    0.620303  0.00871804
          11    0.546698    0.469401  0.00480475
          12    0.294628    0.280248  0.00486947
          13    0.130946   0.0881641  0.00363857
          14   0.0654729   0.0443362  0.00225426
          15   0.0654729   0.0159347  0.00126603
          16   0.0327364   0.0357111  0.00159281
          17   0.0327364   0.0110766  0.00102477
          18           0  0.00183862  0.00049259
          19           0           0           0
          20           0           0           0
