#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -3.79741    -3.79741           0
           2    -3.79919     -3.7983  0.00062915
           3    -3.79954    -3.79871 0.000539751
           4    -3.79936    -3.79887  0.00042859
           5    -3.79877    -3.79885 0.000343348
           6    -3.79821    -3.79875 0.000302628
           7    -3.79968    -3.79888 0.000287465
           8    -3.79798    -3.79877 0.000272449
           9    -3.79885    -3.79878 0.000242313
          10    -3.80101      -3.799  0.00030389
          11    -3.80085    -3.79917 0.000319637
          12    -3.79694    -3.79898 0.000342797
          13    -3.80127    -3.79916 0.000358663
          14    -3.79731    -3.79903 0.000356424
          15     -3.7998    -3.79908 0.000336355
          16    -3.79817    -3.79902 0.000320077
          17    -3.79921    -3.79903 0.000301438
          18    -3.79891    -3.79903 0.000284768
          19    -3.79901    -3.79902 0.000269781
          20    -3.79955    -3.79905 0.000257571
          21     -3.7986    -3.79903  0.00024622
          22    -3.79959    -3.79905  0.00023634
          23    -3.79892    -3.79905 0.000226139
          24    -3.79867    -3.79903 0.000217276
          25    -3.79772    -3.79898 0.000214797
          26    -3.79946      -3.799 0.000207321
          27    -3.80131    -3.79908 0.000216625
          28    -3.80126    -3.79916 0.000222322
          29    -3.79902    -3.79916 0.000214707
          30    -3.79818    -3.79913 0.000210001
          31    -3.79845     -3.7991 0.000204364
          32    -3.79687    -3.79903  0.00020952
          33    -3.79862    -3.79902 0.000203537
          34    -3.79867    -3.79901 0.000197814
          35    -3.79846    -3.79899 0.000192794
          36    -3.79856    -3.79898 0.000187821
          37    -3.80079    -3.79903 0.000188965
          38    -3.79885    -3.79903 0.000184051
          39    -3.79849    -3.79901 0.000179853
          40    -3.79989    -3.79903 0.000176679
          41    -3.80124    -3.79909 0.000180407
          42    -3.80132    -3.79914 0.000183768
          43    -3.80048    -3.79917 0.000182101
          44    -3.79901    -3.79917 0.000177998
          45    -3.79886    -3.79916 0.000174174
          46    -3.79907    -3.79916 0.000170398
          47    -3.80103     -3.7992 0.000171329
          48    -3.80051    -3.79923 0.000169912
          49    -3.79906    -3.79922 0.000166479
          50    -3.80105    -3.79926   0.0001671
          51    -3.79811    -3.79924 0.000165327
          52    -3.79817    -3.79922 0.000163428
          53    -3.79992    -3.79923 0.000160883
          54    -3.79962    -3.79924 0.000158067
          55    -3.79995    -3.79925 0.000155726
          56    -3.79954    -3.79926 0.000153033
          57    -3.79846    -3.79924 0.000150984
          58    -3.79979    -3.79925 0.000148672
          59    -3.79802    -3.79923 0.000147607
          60    -3.79883    -3.79922 0.000145295
          61    -3.79957    -3.79923 0.000143025
          62    -3.79852    -3.79922 0.000141175
          63    -3.80014    -3.79923 0.000139695
          64    -3.80235    -3.79928  0.00014577
          65    -3.79892    -3.79928 0.000143631
          66    -3.80177    -3.79931 0.000146332
          67     -3.7996    -3.79932 0.000144211
          68    -3.79844    -3.79931 0.000142673
          69    -3.79634    -3.79926 0.000146948
          70    -3.79874    -3.79925  0.00014504
          71    -3.79992    -3.79926 0.000143298
          72    -3.80046    -3.79928 0.000142266
          73    -3.79816    -3.79927 0.000141147
          74    -3.79848    -3.79925  0.00013964
          75    -3.79724    -3.79923 0.000140342
          76    -3.79923    -3.79923 0.000138495
          77    -3.79819    -3.79921 0.000137354
          78    -3.80043    -3.79923 0.000136471
          79    -3.79934    -3.79923  0.00013475
          80    -3.79856    -3.79922 0.000133326
          81    -3.80146    -3.79925 0.000134505
          82    -3.79993    -3.79926 0.000133117
          83    -3.79732    -3.79924 0.000133548
          84    -3.79862    -3.79923  0.00013216
          85    -3.80035    -3.79924 0.000131257
          86    -3.80027    -3.79925 0.000130273
          87     -3.7986    -3.79925 0.000128994
          88    -3.80133    -3.79927 0.000129684
          89    -3.79891    -3.79927 0.000128291
          90    -3.80033    -3.79928 0.000127413
          91    -3.80047    -3.79929 0.000126691
          92     -3.7972    -3.79927 0.000127326
          93    -3.79981    -3.79927 0.000126092
          94    -3.80098    -3.79929 0.000126055
          95    -3.80044     -3.7993 0.000125304
          96    -3.80023    -3.79931 0.000124368
          97    -3.79953    -3.79932 0.000123106
          98    -3.79669    -3.79929 0.000124725
          99    -3.80047     -3.7993 0.000124039
         100    -3.80009    -3.79931 0.000123048
