 0	99.0653
 0.01	102.387
 0.02	102.479
 0.03	105.373
 0.04	106.156
 0.05	106.147
 0.06	110.356
 0.07	106.763
 0.08	102.578
 0.09	99.857
 0.1	97.4229
 0.11	94.239
 0.12	88.5541
 0.13	85.3128
 0.14	87.2179
 0.15	88.1549
 0.16	91.1033
 0.17	91.3371
 0.18	90.519
 0.19	88.2011
 0.2	88.9749
 0.21	87.8076
 0.22	84.2218
 0.23	85.6151
 0.24	89.074
 0.25	92.1885
 0.26	90.7679
 0.27	87.8131
 0.28	87.503
 0.29	87.3171
 0.3	89.2367
 0.31	89.9041
 0.32	88.1018
 0.33	88.1694
 0.34	91.0715
 0.35	92.1133
 0.36	92.1046
 0.37	97.5888
 0.38	97.5952
 0.39	97.9303
 0.4	98.4432
 0.41	98.4019
 0.42	94.9798
 0.43	94.1622
 0.44	94.4239
 0.45	92.3861
 0.46	89.6025
 0.47	87.0204
 0.48	85.3984
 0.49	86.61
 0.5	92.1465
