 0	101
 0.01	95.0658
 0.02	96.1928
 0.03	96.2047
 0.04	97.0587
 0.05	98.9547
 0.06	97.766
 0.07	99.4973
 0.08	104.717
 0.09	104.791
 0.1	105.501
 0.11	104.933
 0.12	102.08
 0.13	99.3462
 0.14	97.8949
 0.15	92.3827
 0.16	94.0162
 0.17	89.4849
 0.18	93.1457
 0.19	96.8771
 0.2	99.4147
 0.21	101.366
 0.22	103.292
 0.23	98.3005
 0.24	96.8285
 0.25	92.8084
 0.26	94.8004
 0.27	92.0706
 0.28	92.1746
 0.29	91.0621
 0.3	86.5126
 0.31	85.0363
 0.32	87.7471
 0.33	89.0311
 0.34	89.1309
 0.35	88.6397
 0.36	87.6927
 0.37	84.6088
 0.38	84.1145
 0.39	81.8877
 0.4	82.6993
 0.41	82.1535
 0.42	80.5076
 0.43	78.378
 0.44	77.2856
 0.45	79.9389
 0.46	79.4411
 0.47	79.8097
 0.48	79.1545
 0.49	79.4705
 0.5	81.7447
