 0	103.496
 0.01	109.863
 0.02	113.242
 0.03	112.412
 0.04	114.721
 0.05	123.77
 0.06	125.564
 0.07	124.256
 0.08	127.388
 0.09	130.265
 0.1	130.634
 0.11	130.683
 0.12	129.93
 0.13	128.304
 0.14	127.412
 0.15	128.177
 0.16	124.196
 0.17	119.526
 0.18	123.38
 0.19	123.375
 0.2	122.37
 0.21	121.284
 0.22	120.838
 0.23	117.062
 0.24	119.143
 0.25	123.945
 0.26	125.598
 0.27	126.42
 0.28	119.598
 0.29	118.906
 0.3	119.903
 0.31	121.034
 0.32	122.896
 0.33	120.805
 0.34	117.155
 0.35	115.988
 0.36	114.255
 0.37	117.609
 0.38	118.717
 0.39	119.251
 0.4	119.662
 0.41	115.136
 0.42	110.618
 0.43	108.695
 0.44	102.571
 0.45	97.0929
 0.46	101.62
 0.47	103.34
 0.48	102.851
 0.49	100.065
 0.5	98.9942
