 0	100.759
 0.01	97.3854
 0.02	91.6859
 0.03	89.8126
 0.04	88.6521
 0.05	88.4239
 0.06	85.8944
 0.07	84.7484
 0.08	82.7671
 0.09	83.2903
 0.1	80.4741
 0.11	82.203
 0.12	82.8457
 0.13	85.2013
 0.14	84.7285
 0.15	83.7138
 0.16	82.8729
 0.17	82.7029
 0.18	79.105
 0.19	77.0071
 0.2	77.0217
 0.21	78.3503
 0.22	79.2799
 0.23	78.6249
 0.24	76.5464
 0.25	76.2312
 0.26	75.378
 0.27	72.7589
 0.28	73.3651
 0.29	72.7671
 0.3	73.4244
 0.31	74.4227
 0.32	73.2391
 0.33	71.2897
 0.34	72.6769
 0.35	73.0671
 0.36	74.3666
 0.37	74.4953
 0.38	73.9041
 0.39	75.474
 0.4	76.5116
 0.41	76.9077
 0.42	75.4209
 0.43	74.5831
 0.44	74.7646
 0.45	73.2254
 0.46	71.324
 0.47	71.6934
 0.48	71.8498
 0.49	72.701
 0.5	75.4875
