 0	98.063
 0.01	104.051
 0.02	105.151
 0.03	104.562
 0.04	104.506
 0.05	104.725
 0.06	105.292
 0.07	103.875
 0.08	104.272
 0.09	104.622
 0.1	106.594
 0.11	106.942
 0.12	109.331
 0.13	108.12
 0.14	110.29
 0.15	108.386
 0.16	111.093
 0.17	107.963
 0.18	106.853
 0.19	106.423
 0.2	105.695
 0.21	109.413
 0.22	113.375
 0.23	111.57
 0.24	116.39
 0.25	111.566
 0.26	113.656
 0.27	111.871
 0.28	107.714
 0.29	110.49
 0.3	114.434
 0.31	112.349
 0.32	118.443
 0.33	115.558
 0.34	115.039
 0.35	116.684
 0.36	112.697
 0.37	112.855
 0.38	113.466
 0.39	115.207
 0.4	115.043
 0.41	114.409
 0.42	109.938
 0.43	112.281
 0.44	113.598
 0.45	120.072
 0.46	120.974
 0.47	121.265
 0.48	118.401
 0.49	119.883
 0.5	119.392
