 0	100.229
 0.01	104.611
 0.02	101.188
 0.03	103.832
 0.04	102.468
 0.05	102.993
 0.06	103.486
 0.07	102.194
 0.08	102.158
 0.09	100.941
 0.1	98.6765
 0.11	97.6966
 0.12	97.9177
 0.13	99.0684
 0.14	103.43
 0.15	104.192
 0.16	105.312
 0.17	103.011
 0.18	104.94
 0.19	104.345
 0.2	103.85
 0.21	104.132
 0.22	102.294
 0.23	107.252
 0.24	105.856
 0.25	104.887
 0.26	105.001
 0.27	106.644
 0.28	108.424
 0.29	107.866
 0.3	111.827
 0.31	111.444
 0.32	111.508
 0.33	109.466
 0.34	107.213
 0.35	106.357
 0.36	104.701
 0.37	110.396
 0.38	109.437
 0.39	107.59
 0.4	107.074
 0.41	108.376
 0.42	106.684
 0.43	105.998
 0.44	101.959
 0.45	99.987
 0.46	102.962
 0.47	103.414
 0.48	104.98
 0.49	106.631
 0.5	110.645
