 0	98.6367
 0.01	97.5831
 0.02	94.2547
 0.03	93.0184
 0.04	97.1541
 0.05	97.8197
 0.06	94.955
 0.07	92.1407
 0.08	92.8797
 0.09	95.0056
 0.1	98.5873
 0.11	98.4735
 0.12	99.2454
 0.13	100.362
 0.14	100.449
 0.15	99.5873
 0.16	100.981
 0.17	102.836
 0.18	109.739
 0.19	108.933
 0.2	108.86
 0.21	106.816
 0.22	105.554
 0.23	110.936
 0.24	108.638
 0.25	107.607
 0.26	114.523
 0.27	114.305
 0.28	117.191
 0.29	115.881
 0.3	115.225
 0.31	114.445
 0.32	116.053
 0.33	113.81
 0.34	118.765
 0.35	117.577
 0.36	119.753
 0.37	122.908
 0.38	122.716
 0.39	124.514
 0.4	122.817
 0.41	123.506
 0.42	124.47
 0.43	121.946
 0.44	117.691
 0.45	119.338
 0.46	122.661
 0.47	124.741
 0.48	126.259
 0.49	122.236
 0.5	131.345
