 0	98.2759
 0.01	100.601
 0.02	98.704
 0.03	98.8153
 0.04	96.5105
 0.05	94.3357
 0.06	95.5554
 0.07	95.9023
 0.08	95.3145
 0.09	94.3248
 0.1	93.0213
 0.11	93.6018
 0.12	92.2705
 0.13	93.1061
 0.14	96.2339
 0.15	95.7658
 0.16	94.798
 0.17	99.4427
 0.18	98.1709
 0.19	96.4484
 0.2	97.5906
 0.21	96.8177
 0.22	96.2424
 0.23	102.447
 0.24	103.758
 0.25	99.3628
 0.26	102.966
 0.27	107.222
 0.28	108.962
 0.29	105.697
 0.3	104.123
 0.31	102.587
 0.32	103.528
 0.33	103.682
 0.34	109.067
 0.35	107.381
 0.36	103.959
 0.37	102.876
 0.38	103.936
 0.39	106.252
 0.4	104.294
 0.41	106.996
 0.42	103.969
 0.43	103.112
 0.44	103.079
 0.45	102.218
 0.46	104.35
 0.47	103.214
 0.48	102.091
 0.49	101.205
 0.5	104.339
