#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     15.9724     15.9724           0
           2     15.9659     15.9691  0.00228761
           3     15.9596      15.966  0.00301042
           4     15.9575     15.9638  0.00290923
           5     15.9598      15.963  0.00243454
           6     15.9647     15.9633  0.00204404
           7     15.9701     15.9643  0.00196754
           8     15.9744     15.9656  0.00209043
           9     15.9759     15.9667  0.00215073
          10     15.9736     15.9674   0.0020439
          11      15.969     15.9675  0.00186338
          12     15.9657     15.9674  0.00171447
          13     15.9657     15.9673   0.0015874
          14     15.9687     15.9674  0.00147728
          15     15.9724     15.9677  0.00141667
          16     15.9758     15.9682  0.00141567
          17     15.9781     15.9688  0.00144695
          18     15.9778     15.9693  0.00145044
          19     15.9723     15.9694  0.00138261
          20     15.9615      15.969  0.00136995
          21     15.9526     15.9683  0.00151251
          22     15.9531     15.9676  0.00159329
          23     15.9612     15.9673  0.00154767
          24     15.9709     15.9674  0.00149046
          25     15.9774     15.9678  0.00148319
          26     15.9785     15.9682  0.00148139
          27     15.9749     15.9685  0.00144692
          28     15.9709     15.9686  0.00139781
          29     15.9695     15.9686  0.00134997
          30     15.9708     15.9687  0.00130693
          31     15.9724     15.9688  0.00127037
          32     15.9703     15.9689  0.00123153
          33     15.9615     15.9686  0.00121436
          34     15.9535     15.9682  0.00125727
          35     15.9548     15.9678  0.00127785
          36     15.9617     15.9676  0.00125364
          37     15.9682     15.9676  0.00121984
          38     15.9718     15.9678  0.00119253
          39     15.9727     15.9679   0.0011688
          40     15.9715      15.968  0.00114305
          41      15.969      15.968  0.00111543
          42     15.9662      15.968  0.00108966
          43     15.9644     15.9679  0.00106748
          44     15.9639     15.9678  0.00104707
          45     15.9642     15.9677  0.00102675
          46      15.965     15.9676  0.00100612
          47     15.9662     15.9676 0.000985181
          48      15.968     15.9676 0.000964687
          49     15.9711     15.9677 0.000947617
          50     15.9762     15.9679 0.000943771
          51     15.9835     15.9682 0.000973782
          52     15.9898     15.9686  0.00103978
          53     15.9875     15.9689   0.0010794
          54     15.9718      15.969  0.00106071
          55     15.9527     15.9687  0.00108177
          56     15.9445     15.9683  0.00114544
          57     15.9478     15.9679  0.00118005
          58     15.9556     15.9677  0.00117858
          59     15.9639     15.9676  0.00116038
          60     15.9708     15.9677  0.00114221
          61     15.9751     15.9678  0.00113001
          62     15.9771      15.968  0.00112158
          63     15.9775     15.9681  0.00111388
          64     15.9769     15.9682  0.00110486
          65     15.9737     15.9683  0.00109101
          66     15.9667     15.9683  0.00107477
          67     15.9595     15.9682   0.0010668
          68     15.9571      15.968  0.00106337
          69     15.9602     15.9679  0.00105402
          70     15.9645     15.9678   0.0010401
          71      15.967     15.9678  0.00102551
          72     15.9683     15.9678  0.00101129
          73     15.9705     15.9679 0.000998103
          74     15.9731     15.9679 0.000987118
          75      15.974      15.968 0.000977286
          76     15.9719     15.9681 0.000965726
          77     15.9674     15.9681  0.00095323
          78     15.9632      15.968 0.000943066
          79     15.9613     15.9679 0.000934913
          80     15.9621     15.9679 0.000926033
          81     15.9643     15.9678 0.000915656
          82      15.966     15.9678 0.000904762
          83     15.9663     15.9678 0.000894043
          84     15.9657     15.9677 0.000883749
          85     15.9652     15.9677 0.000873839
          86     15.9657     15.9677  0.00086399
          87     15.9669     15.9677 0.000854101
          88     15.9684     15.9677 0.000844439
          89     15.9697     15.9677 0.000835267
          90     15.9708     15.9677  0.00082668
          91     15.9718     15.9678 0.000818789
          92     15.9733     15.9678  0.00081208
          93     15.9759     15.9679 0.000807921
          94      15.978      15.968 0.000806336
          95     15.9766     15.9681 0.000802832
          96     15.9718     15.9682 0.000795375
          97     15.9687     15.9682 0.000787196
          98     15.9698     15.9682 0.000779328
          99     15.9702     15.9682 0.000771729
         100     15.9664     15.9682 0.000764221
         101     15.9608     15.9681 0.000760171
         102     15.9581      15.968 0.000759013
         103     15.9589     15.9679 0.000756755
         104     15.9613     15.9679 0.000752163
         105     15.9637     15.9678  0.00074603
         106     15.9654     15.9678 0.000739337
         107     15.9665     15.9678 0.000732523
         108     15.9671     15.9678 0.000725769
         109     15.9673     15.9678 0.000719124
         110     15.9673     15.9678 0.000712599
         111      15.967     15.9678 0.000706214
         112     15.9665     15.9678 0.000699994
         113      15.966     15.9677 0.000693966
         114     15.9657     15.9677 0.000688119
         115     15.9655     15.9677 0.000682398
         116     15.9661     15.9677 0.000676655
         117     15.9677     15.9677 0.000670872
         118     15.9706     15.9677 0.000665631
         119     15.9744     15.9678 0.000662395
         120     15.9781     15.9679 0.000662394
         121     15.9793      15.968 0.000663577
         122     15.9758      15.968 0.000661252
         123     15.9695      15.968 0.000655988
         124     15.9638      15.968 0.000651584
         125     15.9596     15.9679 0.000649865
         126     15.9565     15.9678 0.000651037
         127      15.955     15.9677 0.000653711
         128     15.9556     15.9676 0.000655503
         129     15.9576     15.9676 0.000655028
         130     15.9601     15.9675 0.000652506
         131     15.9626     15.9675 0.000648603
         132     15.9648     15.9675 0.000643996
         133     15.9667     15.9674 0.000639177
         134     15.9682     15.9675  0.00063443
         135     15.9691     15.9675  0.00062985
         136     15.9695     15.9675   0.0006254
         137     15.9695     15.9675 0.000621008
         138     15.9698     15.9675 0.000616726
         139     15.9706     15.9675 0.000612691
         140      15.972     15.9676 0.000609131
         141     15.9729     15.9676 0.000605967
